9,糖尿病内科,漢方科,薬物療法内科,感染症呼吸器内科,耳鼻咽頭科,気管食道・耳鼻咽喉科,消化器内科（内視鏡）,食道・胃腸・大腸内科（内視鏡）,内科（呼吸器・循環器・糖尿病・アレルギー疾患）,神経痛,老年泌尿器科,消化器肝臓内科,内科（腎臓）,内科（内分泌）,,糖尿病・胃腸内科,内科（糖尿病代謝・消化器）,腫瘍・血液内科,腫瘍内科(疼痛緩和),性感性症内科,思春期心療内科,形成外科,健診,,外科（呼吸器）,頭頸外科,気管食道耳鼻咽喉科,内視鏡外科（胆のう・胃腸科・大腸）,大腸肛門乳腺外科,循環科,心臓外科,,老年泌尿器科,胆嚢外科,腎臓泌尿器科,呼吸器・乳腺外科,乳腺・甲状腺外科,腫瘍泌尿器科,,アレルギー,リウマチ膠原病内科,ペイン整形外科,ペインクリニック・心療内科,美容形成外科,皮膚科こう門科,,小児リハビリテーション科,,歯科口腔科,,小児内分泌内科,小児心臓外科,老年科,生殖医療産婦人科,漢方精神科,放射線内科,漢方皮膚科,,,,臨床検査化科,理学科,緩和ケア内科又は内科（緩和ケア）,,外他21科
10,代謝内科,内科（採血）,禁煙外来,内科（呼吸器・循環器・消化器・糖尿病・代謝）,頭頸部・耳鼻いんこう科,気管食道耳鼻咽喉科,内科（循環器・消化器・呼吸器）,大腸内科,内科（循環器・糖尿病・内分泌・脂質代謝）,神経痛,泌尿器科（人口透析）,循内肝臓内科,腎臓内科（透析）,内科（循環器・糖尿病・内分泌・脂質代謝）,,内科（循環器・糖尿病・内分泌・脂質代謝）,内科（呼吸器・循環器・消化器・糖尿病・代謝）,血液・感染症内科,漢方腫瘍内科（がん漢）,女性内科（性感染症）,高齢者心療内科,歯科口腔外科,女性診療外来,,,頸部甲状腺乳腺外科,気管外科,消化器外科（内視鏡）,外科（肛門）,循環器外科(心臓･血管外科）,心臓・血管外科,,泌尿器科（人口透析）,胃腸・大腸・胆のう・肛門外科,腎臓病,乳腺内分泌外科,消化器・乳腺外科,消化器腫瘍外科,,漢方アレルギー科,腎臓・膠原病内科,脊椎外科,ペイン外科,美容皮膚科（女性）,美容皮ふ科,,リハビリテ−ション科,,小歯歯科,,小児血液腫瘍内科,消化器・内分泌・小児外科,もの忘れこころ外来,産婦人科（生医）,精神腫瘍科,放射線科（検診、検査業務）,美容皮膚科（漢方）,,,,血液・化学療法内科,理学療法科 ,外科（緩和ケア）,,不具合
11,緩和ケア内科,診療内科,思春期診療内科,喘息外来,頸部内科,気道食道内科,内科（消化器・呼吸器・循環器）,消化器内科（胃腸・肛門・内視鏡）,循環器・呼吸器内科,脳血管内科,泌尿器科内科,消化器内科（胃腸・肝臓・胆のう・膵臓）,血液透析内科,代謝・内分泌内科,,内科（糖尿病代謝・消化器）,糖尿病･代謝内科,リウ血液内科,が内,循内感染症内科,心療内科（小児）,腫瘍外科,総合診療,,,漢方耳鼻咽喉科,気管食道科・気管食道外科,消化器外科（胃腸外科）,肛門科,外科（腫瘍・肛門・血管）,脳外科,,泌尿器科・泌尿器科（人工透析）,肝臓・胆嚢外科,透析血管外科,外科（乳腺・甲状腺）,女性乳腺外科,外科（腫瘍・肛門・血管）,,皮膚アレルギー科,アレルギー・リウマチ科,脊髄外科,ペイン内科,形成外科（男性）,皮膚神経内科,,脳神経リハビリテーション科,,成人矯歯歯科,,小児循環器内科,小児神経発達外来,加齢総合診療科,婦人科（不妊治療）,老年精神科（認知症）,乳腺放射診断科,皮膚科（漢方）,,,,がん化学療法内科,理学療法科（リハビリテーション）,内科（緩和ケア）,,
12,内視鏡内科,訪問診療科,内科(薬物療法),男性呼吸器内科,耳血内,気管食道・耳鼻いんこう科,糖尿病・胃腸内科,胃・大腸内視鏡内科,内科（呼吸器・循環器・消化器・糖尿病・代謝）,老年神経内科,泌尿器科・泌尿器科（人工透析）,内科（呼吸器・循環器・消化器・肝臓）,腎臓・内分泌内科,腎臓・内分泌内科,,内科（呼吸器・循環器・消化器・糖尿病・代謝）,糖尿病内科（代謝内科）,内科（血液）,腫瘍泌尿器科,呼吸器・感染症内科,心療内科（女性）,肛門外科,医療科,,,気管食道・耳鼻咽喉科,気管食道・耳鼻いんこう科,消化器科（胃腸科）,肛門科,心臓血管外科（循環器外科）,循環器外科（心臓・血管外科）,,泌尿器科科,肝臓科,腎臓外科（臓器移植）,頸部甲状腺乳腺外科,消化器乳腺外科,外科（がん）,,呼吸器アレルギー科,リウマチ外科,手外科,ペイン整形外科,形成・美容外科,漢方皮膚科,,整形リハビリテーション科,,矯科,,小児眼科,外科（小児）,老年診療内科,漢方婦人科,精神科（発達障害のみ）,放射線診療科,漢方眼科,,,,臨床腫瘍科,整形外科（理学療法・麻酔）,緩和ケア・外科,,
13,老年内科,漢方（思）,,感染症・呼吸器内科,気管食道・耳鼻いんこう科,耳咽・気管食道科,内科（糖尿病代謝・消化器）,大腸肛門内科,消化器･循環器内科,漢方脳神経内科,泌尿器科科,肝臓・消化器内科（内視鏡）,人工透析科,糖尿病・内分泌科,,糖尿病・内分泌科,糖尿病内分泌代謝内科,血液・化学療法内科,呼吸器・腫瘍内科,内科（特定感染症検査のみ）,内科（心療内科）,大腸外科,外科一般,,,気管食道耳鼻咽喉科,耳咽・気管食道科,腹部外科,乳腺・肛門外科,,脳神経外科（脳外科）,,腎臓・泌尿器科,肝臓・胆のう・膵臓科,腎泌尿器科,乳腺・甲状腺外科,乳腺外科・外科,腫瘍・疼痛緩和外科,,皮膚科・アレルギー科,リウマチ眼科,外科（整形外科）,内科（ペインクリニック・循環器）,美容婦人科,美容皮膚科（漢方）,,疼痛緩和リハビリテーション科,,口腔外科歯科,,小児耳鼻咽喉科,,老年病内科,産婦人科(不妊治療),精精神科,リハ放射線治療科,漢方小児科,,,,乳腺化学療法内科,成分献血,緩和ケア小児科,,
14,内分泌内科,漢方（不）,,呼吸器・アレルギー内科,耳咽咽喉科,気管支科,消火器内科,胃内肛門内科,心臓・循環器内科,内科（脳神経内科）,腎臓・泌尿器科,肝臓・胃腸内科,血液・腎臓内科,小児内分泌科,,糖尿病･代謝内科,内分泌代謝内科,がん血液内科,肺腫瘍内科,小児科（感染症内科）,漢方・心療内科,こう門外科,全科,,,頭部外科,気管支科,胃外科,ペインクリニック・肛門外科,,神経痛,,泌尿器科（男性不妊治療）,,人工透析血管外科,消化器・乳腺外科,乳線外科,外科（腫瘍）,,アレルギー疾患耳鼻咽喉科,膠原病・リウマチ内科,整形外科（ペインクリニック）,ペインクリニック女性内科,美皮漢方内科,皮膚科（漢方）,,理学療法科（リハビリテーション）,,歯科矯正歯科,,小児泌尿器科,,神経内科（老年内科）,産婦人科(生殖医療),腫瘍精神科,放脂質代謝内科,小児漢方内科,,,,呼吸器内科（化学療法）,,呼吸器緩和ケア内科,,
15,脳神経内科,総合診療内科,,内科（循環器・呼吸器）,耳咽・気管食道科,気管科,消化器・血液内科,こう門内科,内科（循環器・消化器）,脳血管内治療科,泌尿器科（男性不妊治療）,内科（膵臓・糖尿病）,血液腎臓内科,糖尿病内分泌代謝内科,,糖尿病内科（代謝内科）,小児内分泌・代謝内科,腎臓内科（血液透析）,がん血液内科,内科（消化器・アレルギー疾患・感染症）,子どものこころ診療科,内視鏡外科,,,,頸部外科,気管科,消・胃腸科,大腸肛門外科,,神経痛,,男性泌尿器科,,腎臓外科・泌尿器科,女性乳腺外科,乳腺外来,,,リウマチ・膠原病アレルギー外来,膠原病リウマチ内科,脊椎・脊髄外科,整形外科（ペインクリニック）,審美歯科,皮膚腫瘍外科,,小児科リハビリテーション科,,歯科口腔外科歯科,,リハビリテーション科（小児）,,老年・高血圧内科,産婦人科(内視鏡),思春期精神科,放射線診断料,漢方消化器内科,,,,,,腫瘍内科（緩和ケア）,,
16,人工透析内科,診療科,,内科（消化器・呼吸器・心療内科）,,気管食科,消化器・肝臓内科,大腸・肛門内科,循環器科内科,神経内科・神経科,男性泌尿器科,内科（肝臓・腎臓・循環器・糖尿病・脂質代謝）,小児腎臓内科,内分泌代謝内科,,消化器・糖尿病内科,内分泌・代謝・糖尿病内科,糖尿病・血液内科,がん化学療法内科,感染症,内科（消化器科・心療内科）,頭頚部外科,,,,耳鼻咽頭科,気管食科,消化器外科（胃腸科外科）,外科（こう門）,,小児・心臓血管外科,,泌尿器科(人工透析),,,消化器乳腺外科,乳腺・内分泌・消化器外科,,,内科（呼吸器・循環器・アレルギー疾患・体謝・内分泌）,免疫内科,泌尿器科整形外科,麻酔・ペインクリニック科,美容皮フ科,皮膚アレルギー科,,運動器リハビリテーション科,,小児歯科口腔外科,,新生児科,,老人精神科,感染症婦人科,精神内科,放射線治療料,漢方女性内科,,,,,,疼痛緩和リハビリテーション科,,
17,心臓血管内科,内科.外科,,呼吸器科内科,,内科（気管食道）,消化器内科(内視鏡),肛門心療内科,内科（心臓）,神経内科（老年内科）,泌尿器科(人工透析),肝・胆・膵内科,人工透析,甲状腺内科,,糖尿病内分泌代謝内科,代謝・糖尿病内科,血液･腫瘍内科,腫瘍内科（緩和ケア）,内科（胃腸・消化器・肝臓・胆のう・膵臓・腎臓・循環器・呼吸器・糖尿病・代謝・脂質代謝・内分泌・老年・アレルギー疾患・感染症）,肛門心療内科,血管外科,,,,頸部・胸部外科,食道・胃腸外科,腹外,肛門下科,,脳脊髄神経外科,,ひ尿科,,,乳腺科,外科（肛門・乳腺）,,,ｱﾚﾙｷﾞｰ科,漢方リウマチ科,整形リハビリテーション科,女性ペインクリニック内科,外科・整形外科・形成外科,皮膚科・アレルギー科,,リハビリテーシヨン科,,口外老年歯科,,児童思春期精神科,,緩和ケア・老年内科,産婦人科（不妊治療）,女性精神科,放射線科 ,漢方皮フ科,,,,,,腫瘍内科（疼痛緩和）,,
18,糖尿病内分泌内科,漢方医学科,,内科（呼吸器・消化器）,,,内科（呼吸器・循環器・消化器・糖尿病・代謝）,胃腸・肛門内科,循環器・腎臓内科,脳卒中内科,ひ尿科,肝臓・胆嚢・膵臓内科,循環器・腎臓内科,内分泌科,,内分泌・代謝・糖尿病内科,糖尿病・代謝・内分泌内科,血液・透析内科,腫瘍内科（疼痛緩和）,膠原病・感染症内科,精心内,内視鏡外科（大腸・胃）,,,,頭頸部・耳鼻いんこう科,気管食道科（気管食道外科）,外科 （消化器 ・ 内視鏡）,消化器外科(胃・大腸),,脳腫瘍外科,,泌尿器科（透析）,,,乳腺外科・外科,乳腺･内分泌外科,,,呼吸器・アレルギー科,リウマチ・膠原病・アレルギー科,外科・整形外科・形成外科,麻酔科(ペインクリニック),美容整形外科,心療皮,,乳腺リハビリテーション科,,訪問歯科,,小児内科,,老年期認知症外来,婦人科（不妊治療・生殖医療）,美容整心精神科,外科放射線科乳腺外科,婦人科（薬・漢方）,,,,,,緩和ケア・老年内科,,
19,糖尿病・内分泌内科,内科（健診専門）,,内科（糖尿病・循環器科・呼吸器・消化器）,,,消化器･循環器内科,胃腸・大腸内視鏡内科,心臓・血管内科,脳内科,泌尿器科（透析）,消化器内科（肝臓・大腸）,腎臓・泌尿器科,小児内分泌・代謝内科,,内分泌・糖尿病内科,糖尿代謝内科,,がん緩和ケア内科,性感染症科,精神・心療内科,内分泌外科,,,,気管食道・耳鼻いんこう科,,外科(内視鏡),外科（肛門外科）,,血液外科,,泌尿科,,,腎臓病,内分泌・乳腺外科,,,アレルギー・リウマチ科,アレルギー疾患リウマチ科,頚部外科,内科（漢方・ペインクリニック）,ボトックス外来,腫瘍皮膚科,,脳神経外科リハビリテーション科,,歯科（小児診療はしない）,,小児心療内科,,内科（老年）,不妊治療産婦人科,心療精神科,核医学診療科,漢方腫瘍内科（がん漢）,,,,,,疾痛緩和内科,,
20,化学療法内科,健診等,,呼吸器・循環器内科,,,内科（循環器・消化器）,こうもん科,内科（循環器・呼吸器）,内科（神経）,泌尿科,肝臓消化器内科,腎透析内科,内分泌・代謝・糖尿病内科,,糖尿病,糖尿病代謝内分泌科,,血液･腫瘍内科,感染内科,精神科・心療内科,循環器外科,,,,耳咽咽喉科,,外科（内視鏡）,大腸内視鏡外科,,血液腫瘍外科,,男性泌尿器科（感染・性感染）,,,乳腺外来,外科放射線科乳腺外科,,,呼吸器・アレルギー疾患内科,膠原病内科,整外科,ペインクリック内科,皮膚・形成科,美容皮膚科（女性）,,大腸・肛門リハビリテーション科,,歯科、小児歯科,,小児耳鼻科,,,性感染症婦人科,精神科・神経科,放射線腫瘍科,漢方産婦人科,,,,,,がん緩和ケア内科,,
21,糖尿病・代謝内科,健診,,老年呼吸器内科,,,消化器内科（胃腸内科）,大腸・肛門科,循環器・心臓内科,内科（脳卒中）,男性泌尿器科（感染・性感染）,内科（消化器・肝臓・胆嚢・膵臓・内視鏡）,内科（透析）,内分泌・糖尿病内科,,糖尿病科,内分泌・代謝科,,がん・疼痛緩和内科,内科（感染症・消化器）,乳腺心療内科,人工透析外科,,,,耳咽・気管食道科,,消化器・胃腸科,肛門外科又はこうもん外科,,漢方脳外科,,女性泌尿器科（感染・性感染）,,,乳内外,乳腺・頭頸部外科,,,小児科（循環器科・アレルギー科）,膠原病・感染症内科,物理療法,ペインクリニック・内科,,性感染症皮膚科,,,,歯科（口腔ケア）,,神経小児科,,,美容婦人科,精心内,放射線科小児科,漢方胃腸内科,,,,,,がん緩和ケア泌尿器科,,
22,血液・腫瘍内科,女性診療外来,,内科（内分泌・消化器・胃腸・呼吸器・循環器）,,,消化器内科（消化管）,消火器内科肛門内科,内科（糖尿病・循環器科・呼吸器・消化器）,,女性泌尿器科（感染・性感染）,内科（胃腸・消化器・肝臓・胆のう・膵臓・腎臓・循環器・呼吸器・糖尿病・代謝・脂質代謝・内分泌・老年・アレルギー疾患・感染症）,人口透析内科,糖尿病・代謝・内分泌内科,,代謝・糖尿病内科,糖尿病・代謝内分泌科,,がん治療内科,内科(感染症),内科（消化器・代謝・心療・呼吸器・循環器・アレルギー）,ペインクリニック外科,,,,乳腺・頭頸部外科,,消化器内視鏡外科,消外大腸外科,,循環器外科・心臓血管外科,,泌尿器科（不妊）,,,乳腺・内分泌・消化器外科,外科（乳腺・肛門・胃腸）,,,アレルギ科,リウマチ膠原病科,整形外科（理学療法・麻酔）,ペインクリニック（内科）,,漢方皮フ科,,,,歯科一般,,小児循環器科,,,婦人科（不妊）,精婦,放射科,漢方外科,,,,,,腫瘍・疼痛緩和外科,,
23,胃腸内科（内視鏡）,漢方診療科,,内科（呼吸器・循環器）,,,消化器・糖尿病内科,内科（胃腸・肛門）,呼吸器・循環器内科,,泌尿器科（不妊）,胆道膵臓内科,内科(人工透析）,糖尿病代謝内分泌科,,糖尿病・代謝・内分泌内科,内分泌代謝科,,内科（腫瘍）,内科（性感染症）,心身医療科,老年脳神経外科,,,,耳鼻いんこう頭頸部外科,,外科（鼡形ヘルニア）,呼外大腸外科,,胸部血管外科,,感染症泌尿器科,,,甲状腺診療科,消化器・肛門・乳腺・血管外科,,,アレルギ−科,血液リウマチ科,膝関節外科,ペインクリニック（外科）,,男性皮膚科,,,,矯正歯科･小児歯科,,小児耳鼻いんこう科,,,婦人科（薬・漢方）,精神・心療内科,,漢方脳神経内科,,,,,,疼通緩和内科,,
