9,腫瘍内科,漢方内,内（循環器　消化器　呼吸器）,耳い,気管,胃内,こう,内（呼吸器　循環器　糖尿病　アレルギー疾患）,脳神経科,,心臓・循環器内科，呼吸器内科,漢方泌尿器科,肝臓,腎蔵内科(人工透析),内分泌,「糖尿病　代謝内科」,代内,内科（血液・腎）,呼吸器内科、腫瘍内科、消化器内科、循環器内科、疼痛緩和内科、糖尿病内科,感染症・呼吸器内科,漢方心療内科,脳神経外科,男性,内．外．心内．呼内．循内．神内．消内,気管食道耳鼻いんこう科,食外,消化器,肛門,内．消．循．外．整．婦．眼．皮．泌．心内,脳神経外科（脳外科）,,心臓血,移植内科,漢方泌尿器科,肝,腎泌,乳腺外科，大腸肛門外科,がん漢方,ｱﾚﾙｷﾞｰ科,ﾘｳﾏﾁ,整形外科,美容外科,皮膚泌尿器科,ﾍﾟｲﾝｸﾘﾆｯｸ外科,リハビリテーシ,眼科（コンタクト）,矯葉,歯．矯．小歯,小児血液腫瘍内科,小児外,老年内科，呼吸器内科，女性内科,不妊治療外科,児童精神科,放腫,臨救,腫瘍内科(化学療法),循環器内科，消化器内科，消化器外科，呼吸器内科，理学療法科，糖尿病内科，老人内科,緩和ｹｱ内,,他
10,肝臓内科,女内,呼吸器科,耳鼻い,気管内,胃腸内科（内視鏡）,小腸・大腸内科,内科（消化器　呼吸器　循環器）,脳神内,,心臓内,老年泌尿器科,胆の,透析内科,糖尿病内分泌,「糖尿病内分泌,糖内分内,血液腎臓内科,呼吸器内科，循環器内科，腫瘍内科,小児感染症内科,思春期心療内科,肛門外科,内外,内．呼内．消内．循内．外．肛内,耳鼻科,気管食道,消化器科,外科（肛門）,内．循．消．皮．外,脳神経科外科,,血管外科、美容皮膚科,泌尿器科（人工透析　腎移植）,老年泌尿器科,胆,腎臓外科,乳腺・内分泌外科,脳腫瘍外科,アレルギー内科、消化器内科､漢方内科,リウマチ膠原病内科,ﾍﾟｲﾝｸﾘﾆｯｸ外科,形成,皮ふ科,ペ外,リハビ,小児眼,老年歯科,歯。小歯,小児眼科,歯．矯．歯外．小児歯科,老年内,婦人科（生殖医療）,小児精神科,放診,小児救急科,腫瘍内科（化学療法）,理学,循環器内科，緩和ケア内科,,大
11,胃腸内科,女性内,呼吸器内科、腎臓内科,耳鼻いんこ,気内,消化器科内科,肛内,内（循環器　消化器　呼吸器）,脳神経内科，呼吸器内科,,心臓,神経泌尿器科,膵臓,人工透析内,乳腺,糖内,糖代,血,がん,感,高齢者心療内科,大腸外科,外内,内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内,耳鼻いんこう科,気管,胃腸科,女性肛門外科,内．消内．循内．糖内．婦．皮．乳外,脳神外,,循環器外科（心臓・血管外科）,腎臓内科（人工透析　腎移植）,神経泌尿器科,胆のう,腎泌尿器科,呼吸器・乳腺外科,外科（消外　肛外　がん）,糖尿病・内分泌内科、アレルギー疾患内科,リ,ペ外,血管外科、美容皮膚科,血管外科、美容皮膚科,麻酔科,リハビリテーション,神経眼,歯科,小歯矯正,小児耳鼻咽喉科,小外形泌こう,高齢者心療内科,産婦人科（生殖医療）,児精,放射,小救新小,化学療法内科,理学診断,呼吸器内科、腫瘍内科、消化器内科、循環器内科、疼痛緩和内科、糖尿病内科,,¥n神内
12,人工透析内科,総合,消化器内科，呼吸器内科，循環器内科,耳鼻いんこう,食道・胃腸内科,消化器内科（内視鏡）,大腸内視鏡内科,循環器科,頭痛・脳神経内科,,心血内,泌尿,肝・胆・臓内,内科（腎臓）,甲状腺内科,糖尿病内分泌,糖尿病内科（代謝内科）,血液内,血,性病,女性心療内科,緩和ケア外科,外（化）,内．循内．呼内．消内．消外．皮．乳外,耳い,気食外,消化器外科（胃腸外科）,大腸,循環器科整形外科,脳神経,,心臓外科,腎臓外科（臓器移植）,泌尿,肝胆膵外科,分泌,乳腺外,外科（がん）,内科（呼吸器・アレルギー）,ア膠,疼痛,頭部皮膚科，美容皮膚科,頭部皮膚科，美容皮膚科,疼痛,り,コンタクト専門,小児歯科,［小歯］,小児泌尿,小児心臓外科,高齢者内,不妊治療,神精,放射線治療,救急医療,がん化学療法外,理学診療,緩和ケア内科，疼痛緩和内科,,その他
13,糖尿病代謝内科,漢,糖尿病代謝内科，循環器内科，呼吸器内科，消化器内科,耳鼻いん,気管食道耳鼻咽喉科,消化器,胃・大腸・消化器内科,循環期内科,脳神,,内科（血管）,泌尿科（人工透析）,肝,内科（人工透析）,内（循環器　糖尿病　内分泌　脂質代謝）,糖尿病科内,糖尿病代謝内科，循環器内科，呼吸器内科，消化器内科,血液透析内,血液・腫瘍内,感染症内,内．心内,胃腸外科,一般外,内．呼．外．眼．循．消．皮,耳鼻い,気管食道耳鼻咽喉科,胃腸,こう門科,内．腎内．糖内．循内．消内．血外．人内．内視鏡外科,脳神経外,,胸外,,泌尿科（人工透析）,胆のう外科,内．腎内．糖内．循内．消内．血外．人内．内視鏡外科,腎,,ｱﾚﾙｷﾞｰ,リ内,整形外,美容内科、美容皮膚科,美容内科、美容皮膚科,内科（ペインクリニック）,ﾘﾊﾋﾞﾘ,眼．耳咽．皮．内,矯正歯科,「小歯」,児童精神科,小外小ひ,老人内科,産婦人科（生殖医療・不妊治療）,精神科,放治,（救急科）,臨床,病理診断課,緩和ケア内,,049-283-2133（女子栄養大学事務室）
14,ペインクリニック内科,往診専門,呼吸器内科，循環器内科，胃腸内科,耳鼻咽喉,気道食道科,内（糖尿病代謝　消化器）,大肛門内,消化器･循環器内科,脳神経,,心臓血管,腎臓泌尿器科,胆,腎臓,内科（内分泌）,内（糖尿病代謝　消化器）,内科（呼吸器，循環器，消化器，糖尿病，代謝）,血液・腫瘍内,乳腺腫瘍内科,感染症,内．婦．放．循内．消内．乳外．形．呼内．心療内科．皮膚科,内視鏡外科,全科,内．呼内．消内．循内．婦．泌．精．乳外．漢内．糖内,耳鼻いんこ,気道食道科,消化器科（胃腸科）,肛門科,内．呼内．消内．循内．外．肛内,内（脳・神）,,心臓,,腎臓泌尿器科,膵臓外科,透析外,乳,,アレルギー内科,腎リウ内,内科（ペインクリニック）,美容皮膚科，消化器内科,美容皮膚科，消化器内科,ペインクリニック内科・救急科,リハビリテーショ,内．消．循．外．整．婦．眼．皮．泌．心内,口腔外科,歯小歯,小(新生児),外科・小児整形外科,老年,生殖産婦,精神,乳腺放診,,女性臨床検査科,内．泌．胃．肛．理学診療科,疼痛緩和内,,人工
15,肛門内科,内（採血）,呼吸器内科､循環器内科,頭痛・脳神経内科,器官食道内科,内科（消化器）,大腸肛門内科,消化器内科，呼吸器内科，循環器内科,神内他,,血管,泌（人工透析）,膵臓内,腎臓内科(人工透析）,小児内分泌科,内（循環器　糖尿病　内分泌　脂質代謝）,胃腸内科，消化器内科，糖尿病代謝内科,血液・腫瘍内科,腫瘍内,男性性感染症内科,心療内科 ,形成外科,,呼吸器科 ,耳鼻いんこう,食道胃腸外科,食道,乳腺外科，大腸肛門外科,内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内,脳外科,,心臓血管外,,泌（人工透析）,胆嚢,甲状腺,内分泌外,,アレルｷﾞー疾患内科,リウ・腎内,ペインクリニック内科・救急科,美容皮フ科、美容内科,美容皮フ科、美容内科,ペインクリニック内科，ペインクリニック外科,リハビリ,外．内．形．皮．耳咽．眼．美,一般歯科,小児歯科矯正歯科,小児科（感染症　アレルギー疾患）,小児歯科矯正歯科歯科口腔外科,内．老内,婦人,精神腫瘍科,放射線診断科・放射線治療科,,薬物療法,リハ理学診療科,神緩内,,人
16,内分泌内科,内．外,消化器内科、胃腸内科、呼吸器内科、循環器内科,気管耳（気管呼吸器　耳鼻咽喉科）,気管食道内,内科（消化器　循環器　呼吸器）,胃．消．肛,糖尿病代謝内科，循環器内科，呼吸器内科，消化器内科,内（脳・神）,,循内心臓内,泌尿器科（男性不妊治療）,胆のう,透析科,腎臓,内（呼吸器　循環器　糖尿病　アレルギー疾患）,循環器内科，内分泌・代謝内科，呼吸器内科,腫瘍・血液内科,がん心療内,感染症婦人科,子どものこころの診療科,こう門外科,,内外呼,耳鼻いん,気管食道耳鼻咽喉,胃外科,肛門外科、矯正歯科、歯科口腔外科,内．循内．呼内．消内．消外．皮．乳外,脳脊髄神経外科,,内．外．心内．呼内．循内．神内．消内,,泌尿器科（男性不妊治療）,膵外科,消化器乳,乳腺・内分泌外,,ア内,リウマチ整形外科,ペインクリニック内科，ペインクリニック外科,小児皮膚科，美容皮フ科，呼吸器内科，循環器内科,小児皮膚科，美容皮フ科，呼吸器内科，循環器内科,ペインクリニック・肛門外科,リ,内．外．皮．婦．眼．耳咽．放．整,歯口,,小児皮膚科,小児神経発達外来,高齢者,産科婦人科,老精,内．整．放．リウ．リハ,,臨,乳腺病理診断科,が緩内,,本来は4と23。変更
17,感染症内科,漢方,小児皮膚科，美容皮フ科，呼吸器内科，循環器内科,耳鼻いんこう科（耳鼻科）,気管食道耳鼻咽喉,内科（呼吸器　消化器　糖尿病）,肛門内,呼吸器内科，循環器内科，胃腸内科,脳神経内,,脳心内,女性泌,膵臓内科,血液透析内科,内分内,内科（呼吸器　消化器　糖尿病）,糖尿病・脂質代謝内科,腫瘍,腫瘍内科(化学療法),性病内科,女心内,心臓血管外科,,呼外乳外,耳鼻咽喉,気耳,内視鏡外,ペインクリニック・肛門外科,内．外．小．循．胃．放,老年神経科,,外．心外,,女性泌,肝胆,透血管外,乳内分泌外,,アレ呼,リウ膠原,ペインクリニック・肛門外科,小児皮膚科、美容皮膚科,小児皮膚科、美容皮膚科,ペインクリニック科,リハ他,内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内,肛門外科、矯正歯科、歯科口腔外科,,小児精神科,外科（消化器　乳腺　内分泌　小児　肛門）,高齢者歯科,婦人科（不妊治療）,漢方内科，漢方精神科，漢方･診療内科,乳腺放射線診断科,,薬内,乳腺病理診断,糖緩内,,届出指導済み
18,内視鏡内科,健康診断,循環器内科，消化器内科，胃腸内科，呼吸器内科,耳鼻咽喉科科,気耳,内科（消化器　呼吸器　循環器）,胃腸肛門内科,呼吸器内科､循環器内科,老年神経科,,内（血）,泌尿器,肝臓消化器内科,内分内,糖内分内,糖尿病小児科,糖尿病・代謝内科,血腫内,腫瘍内科（化学療法）,性感性症内科,老心療,外科（人工透析）,,（呼感,気管耳（気管呼吸器　耳鼻咽喉科）,耳気,消化器外科(胃腸外科),大腸・肛門外科,内．呼．外．眼．循．消．皮,漢方脳神経外科,,内．消．循．外．整．婦．眼．皮．泌．心内,,泌尿器,肝臓・胆のう・膵臓外科,透析血管外科,腎泌,,アレ内,リウマチ膠原病科,ペインクリニック科,形成外,皮膚,麻酔科（出張麻酔）,小リハ,内．小．リウ．皮．外．整．産婦．眼．耳．麻,小児歯科・歯科口腔外科,,小児科,歯科､小児歯科､歯科口腔外科,老人内科 ,漢方婦人科,呼吸器内科，児童精神科,外．精．放．婦．乳外．形．美．整,,化内,検診．検査業務,ア緩内,,人内
19,糖尿病内分泌内科,小漢内,循環器内科，呼吸器内科,気管食道耳鼻咽喉科,食道内科,内（循環器　消化器　呼吸器）,大肛内,内分泌内科，循環器内科，消化器内科,神経内,,心臓血管内科循環器内科,腎泌尿器科,肝臓胆のう膵臓内科,糖内分内,内分泌内科，循環器内科，消化器内科,(従)糖尿病内科,内分泌・代謝内科,血内糖,血液・腫瘍内科,性感染症婦人科,内科（心療内科含む）,外科（肝臓）,,脳神外呼内,耳鼻いんこう科（耳鼻科）,耳気ア,消化器外科(胃腸外,こう,内．呼内．消内．循内．婦．泌．精．乳外．漢内．糖内,脳腫瘍外科,,内．腎内．糖内．循内．消内．血外．人内．内視鏡外科,,腎泌尿器科,肝臓・胆のう・すい臓外科,腎内消外,乳・内外,,ｱ,膠原病リウマチ内科,男性整形外科,美容皮膚科（漢方）,漢皮,ﾍﾟｲﾝ整,整リハ,内．眼．耳．歯．皮,歯科，矯正歯科，小児歯科，歯科口腔外科,,小児心療内科,,老内ペ外,生殖医療婦人科,老年精神科，児童精神科,内．消．放,,がん化学療法内科,［消化器内科］［病理診断科］,緩皮内,,５歳以上
20,代謝内科,女性,呼吸器内科，循環器内科，消化器内科,眼．耳咽．皮．内,耳気,消化器科,こう門内科,循環器内科，心臓内科,小児脳神経内科,,血管透析内科,生殖医療,胆嚢,呼吸器内科、腎臓内科,糖尿病・内分泌内科,糖内分内,糖代内,老腫内,小児腫瘍内科,性感染内科,心療内科（漢方）,小児心臓血管外科,,リハ呼外,耳鼻咽喉科科,気管科,消化器外科(,外(こう),循小外整脳皮泌,脊外,,内．婦．乳外．漢内．放．心内,,生殖医療,肝臓・胆嚢・膵臓外科,乳外肛外,乳腺科,,小ｱﾚ,リウマチ・アレルギー内科,ﾍﾟｲﾝ整,形・美外,小皮,ﾍﾟｲﾝｸﾘﾆｯｸ,脳リハ,内．呼．外．眼．循．消．皮,歯科，矯正歯科，小児歯科,,小児耳鼻科,,老内腫内,不妊治療婦人科,児童精,内．放,,血液・化学療法内科,胸外病診,緩和医療,,台帳上
21,漢方内科,整．リハ．漢内,消化器内科，内視鏡内科，呼吸器内科，循環器内科,内．外．整．皮．耳．神内,耳気ア,胃腸科,小外形泌こう,消化器内科、胃腸内科、呼吸器内科、循環器内科,漢方脳神経内科,,,ひ尿科,消化器肝臓内科,消化器内科・内視鏡内科・腎臓内科・人工透析内科,糖尿病・内分泌内科、アレルギー疾患内科,糖代,糖尿病・内分泌代謝・腎臓内科,内科（腎臓・血液透析・糖尿病）,腫瘍・血液内科,内．循内．消内．皮．心内．精．女内．性感染症内科,心療内科神経内科,小児脳神経外科,,歯外呼内,頭頸外,気管支科,消化器外科(胃,肛門外,内外循消,脳神経外科 ,,内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内,,ひ尿科,膵,移外(腎),乳腺腫瘍外科,,アレルギー疾患,アレルギー疾患リウマチ科,整形,美容皮フ科,頭皮,ペ,疼内,コンタクト,消化器内科，循環器内科，歯科，消化器内視鏡内科,,小児耳鼻いんこう科,,循内老内,美容婦人科,心内¥n精,内．消内．放射線診断科,,外（化）,理学科,疼緩内,,0
22,血液腫瘍内科,内．泌,呼吸器内科，循環器内科,耳鼻いんこう喉科,気食内,消火器内科,内外胃こう,小児皮膚科，美容皮フ科，呼吸器内科，循環器内科,神経内科 ,,,泌尿科,消肝内,腎臓内科，循環器内科，人工透析内科,循環器内科，内分泌・代謝内科，呼吸器内科,糖尿内,内分泌代謝内科,がん血液内科,腫瘍漢方内科,性感染症,老心内,小児形成外科,,呼循,頸部甲状腺乳腺外科,気管食道・耳鼻いんこう科,胃外,大肛外,内消循外放麻,神経科 ,,心臓血管,,泌尿科,肝臓・糖,腎臓泌尿器,乳腺・甲状腺外科,,漢方アレルギー科,リウマチ・アレルギー科,ﾍﾟｲﾝｸﾘﾆｯｸ,美容皮膚,緩皮内,ペ内,リハビリ科,眼．内,歯科，歯科口腔外科,,小児アレルギー科,,精老内,感染症婦人科,小精,内．婦．乳外．漢内．放．心内,,乳腺化学療法内科,,緩ケア内,,診
23,老年内科,内．婦．乳外．漢内．放．心内,循環器内科、呼吸器内科、消化器内科,外．内．形．皮．耳咽．眼．美,気管科,内視内,外肛内,循環器内科，消化器内科，胃腸内科，呼吸器内科,神経科 ,,,必尿器科,胆膵内,人工透析科,内分泌・代謝内科,糖尿病内科（代謝内科）,糖尿病内科(代謝内科),血液・化学療法内科,腫瘍,エイズ検査,乳腺心療内科,肝臓外科,,呼胃,気管食道耳鼻咽喉科,気管食道・耳鼻咽喉科,腹外,大腸・肛外,胃循,小外整脳皮泌リハ,,末梢血管外科,,必尿器科,肝臓・消化,腎・泌尿器科（人工透析）,頸部甲状腺乳腺外科,,アレルギー疾患皮膚科,漢方リウマチ科,ペ,美容皮,泌（人透）皮,ペイン内,リハビリテーション科（訪問）,内．精．心内．神内．皮．婦．眼．耳咽．整．歯,呼吸器内科，消化器内科，循環器内科，小児歯科，歯科,,小耳咽喉,,糖内老内,内．婦,精神科（発達障害のみ）,内．外．皮．婦．眼．耳咽．放．整,,呼吸器内科（化学療法）,,緩和ケア外,,治
24,小児循環器内科,内．糖内,呼吸器内科、腫瘍内科、消化器内科、循環器内科、疼痛緩和内科、糖尿病内科,内．外．皮．婦．眼．耳咽．放．整,気管支科,消化器内科（胃腸内科）,胃内大腸,循環器内科，胃腸内科,［神内］,,,小ひ,肝胆,人口透析内科,腎,糖尿病代謝内科，循環器内科，呼吸器内科，消化器内科,小児内分泌・代謝内科,内科（消化器・血液）,漢方腫瘍内科,性感内,,小児外科,,呼吸科,内．外．整．皮．耳．神内,気管食道科(気管食道外科),外（内視鏡）,大腸・肛門外,循小,精リウ小外整形脳,,内．心内．外．整,,小ひ,,人工透析外,外科（乳腺・甲状腺）,,アレルギー,内．整．放．リウ．リハ,ぺ整外,形成美容外科,小児皮,ペイン外,リハビリテ−ション科,内．神．整．皮．眼．耳咽,歯科口腔外,,小耳,,老年診療内科,内．消．循．外．整．婦．眼．皮．泌．心内,思春期精神,内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内,,,,疼緩,,自由診療
