,0
297,腹部外科
298,糖尿病内分泌代謝内科
299,外科（こう門）
300,漢方専門
301,気道食道科
302,内分泌代謝内科
303,甲状腺内科
304,皮膚科こう門科
305,泌尿器科（人口透析）
306,循環器科内科
307,神経科（神経内科）
308,食道科
309,胃外科
310,胆のう外科
311,膵臓外科
312,麻酔科（ペインクリニック）
313,消化器内（内視鏡）
314,肝臓・消化器内科
315,放射線治療
316,アレルギー内科
317,内分泌科
318,神経・内科
319,消・胃腸科
320,小児神経心療内科
321,小児内分泌・代謝内科
322,小児感染症内科
323,小児腎臓内科
324,新生児外科
325,小児秘尿器科
326,小児救急科
327,消化器外科（胃腸科外科）
328,乳腺内科
329,ペインクリニック・整形外科
330,内分泌・代謝・糖尿病内科
331,内分泌・糖尿病内科
332,アレルギー疾患・リウマチ科
333,漢方科
334,人工透析
335,女性乳腺内科
336,内科（心臓）
337,他
338,呼吸器・アレルギー内科
339,循環器・腎臓内科
340,心臓・血管内科
341,耳鼻咽喉・頭頸部外科
342,アレルギー膠原病科
343,大腸内視鏡科
344,美容皮ふ科
345,大腸内視鏡
346,膵臓・消化器内科
347,神経痛
348,緩和ケア
349,糖尿病
350,アレルギー
351,整形
352,泌尿器科内科
353,皮膚神経内科
354,性病内科
355,生殖医療産婦人科
356,肝臓・胆のう・膵臓内科
357,腎臓外科
358,泌尿器科・泌尿器科（人工透析）
359,腹外
360,肛門下科
361,理学療法
362,外８
363,内科（循環器・呼吸器）（消化器・内視鏡）
364,（消化器
365,・
366,内視鏡）
367,内科（消化器・呼吸器・心療内科）
368,外科(内視鏡)
369,理
370,気管内科
371,胆のう
372,膵臓内科
373,大腸内視鏡内科
374,がん・乳腺放射線診療科
375,乳腺放射線診断科
376,リュウマチ科
377,泌尿器科科
378,放射線診断
379,理学診断
380,糖尿病科
381,移植外科
382,内科（化学療法）
383,腎臓・泌尿器科
384,精神腫瘍科
385,緩和ケア外科
386,代謝・糖尿病内科
387,糖尿病・代謝・内分泌内科
388,透析外科
389,老年精神科（認知症）
390,乳腺内分泌外科
391,血管内科
392,眼科（コンタクト）
393,リハビリテーション科リウマチ科
394,放射線内科
395,小児科外科
396,精神科（発達障害のみ）
397,内科（内視鏡）
398,外科（内視鏡）
399,糖尿代謝内科
400,肝臓胆のう膵臓内科
401,産婦人科（生医）
402,成人矯歯歯科
403,腎透析内科
404,内科（採血）
405,内科（透析）
406,糖尿病代謝内分泌科
407,消化器・胃腸科
408,循環器・心臓内科
409,精精神科
410,漢方アレルギー科
411,腫瘍内科（化学療法）
412,内科（ペインクリニック）
413,矯科
414,その他
415,リハビリ科
416,ペインクリニック内科・外科
417,婦人科（不妊治療）
418,泌尿器科（男性不妊治療）
419,ペインクリニック・心療内科
420,人口透析内科
421,肝臓・胆嚢・脾臓外科
422,小児腫瘍内科
423,小児・心臓血管外科
424,消化器内視鏡外科
425,男性泌尿器科
426,腫瘍外科（緩和ケア）
427,内分泌・代謝科
428,脳脊髄神経外科
429,肝臓・胆のう・膵臓外科
430,腫瘍・血液内科
431,腫瘍精神科
432,内科（漢方）
433,内科（血管）
434,糖尿病・代謝内分泌科
435,呼吸器科内科
436,内科（薬物療法）
437,内科（呼吸器・消化器）
438,食道・胃腸内科
439,感染症外科
440,頭頸外科
441,外科（乳腺・甲状腺）
442,形成美容外科
443,頸部甲状腺乳腺外科
444,内科(人工透析）
445,内科（糖尿病・循環器科・呼吸器・消化器）
446,乳腺・甲状腺外科
447,胃・大腸・消化器内科
448,人口透析外科
449,内分泌代謝科
450,食道・胃腸・大腸内科（内視鏡）
451,呼吸器・循環器内科
452,外科（鼡形ヘルニア）
453,消化器・乳腺外科
454,漢方婦人科
455,腎臓・人工透析内科
456,小児整形外科
457,神経眼科
458,漢方皮膚科
459,大腸内科
460,思春期内科
461,美容皮膚科（漢方）
462,皮膚科（漢方）
463,腎臓内科（人工透析内科）
464,ペイン外科
465,腎臓内科(人工透析)
466,腫瘍内科(疼痛緩和)
467,産婦人科(不妊治療)
468,産婦人科(生殖医療)
469,産婦人科(内視鏡)
470,心臓リハビリ科
471,脳腫瘍外科
472,消化器外科(胃・大腸)
473,肝・胆・膵外科
474,血液・感染症内科
475,腎臓内分泌代謝内科
476,ペイン内科
477,腎臓小児科
478,循環器小児科
479,小児科(新生児)
480,骨軟部腫瘍外科
481,皮膚腫瘍外科
482,消化器肝臓内科
483,糖尿病代謝・内分泌内科
484,代謝内分泌内科
485,腎臓透析内科
486,泌尿器科(人工透析)
487,ペイン整形外科
488,代謝糖尿病内科
489,胃食道外科
490,食道胃腸外科
491,思春期精神科
492,女性心療内科
493,脳血管内科
494,心臓病内科
495,糖尿病代謝内分泌内科
496,腎臓内分泌内科
497,疼痛緩和外科
498,糖尿内分泌内科
499,皮膚アレルギー科
500,血液外科
501,老年呼吸器内科
502,女性乳腺外科
503,消化器乳腺外科
504,内分泌糖尿病内科
505,化学療法外科
506,血液腫瘍外科
507,内科(人工透析)
508,精神内科
509,漢方眼科
510,性感性症内科
511,呼吸器アレルギー科
512,内科（人間ドック・成人検査のみ）
513,感染症婦人科
514,乳腺科
515,糖尿病脂質代謝内科
516,消化器内科（胃腸・肛門・内視鏡）
517,眼科（コンタクト専門）
518,耳鼻いんこう科（気管食道・小児）
519,外科（肛門外科）
520,胃・大腸内視鏡内科
521,内科（内分泌・消化器・胃腸・呼吸器・循環器）
522,腎臓泌尿器科（腎臓臓器移植）
523,皮膚科・アレルギー科
524,循環器女性内科
525,口腔外科歯科
526,歯科矯正歯科
527,ひ尿科
528,内科（呼吸器・循環器）
529,大腸内視鏡外科
530,食道内科
531,思春期心療内科
532,小児リハビリテーション科
533,女性臨床検査科
534,産婦人科（不妊治療）
535,消化器内視鏡科
536,胃腸外科（内視鏡）
537,歯科口腔外科歯科
538,消化器胃腸科
539,漢方耳鼻咽喉科
540,漢方小児科
541,消火器内科（内視鏡）
542,老年神経内科
543,気管食道・耳鼻咽喉科
544,心療小児科
545,指圧
546,はり
547,消化器・胃腸内科
548,緩和ケア内科又は内科（緩和ケア）
549,通院人工透析診療所
550,小児漢方内科
551,漢方消化器内科
552,心療皮
553,気管食道耳鼻咽喉科
554,泌尿器科（透析）
555,乳腺病理診断科
556,循環器科（透析）
557,小児呼吸器内科
558,アレルギー疾患耳鼻咽喉科
559,肛門外科又はこうもん外科
560,内科（消化器・循環器・呼吸器）
561,漢方女性内科
562,女性精神科
563,婦人科（不妊治療・生殖医療）
564,美容形成外科
565,小児歯科口腔外科
566,女性内科（性感染症）
567,内科（高齢者）
568,高齢者心療内科
569,脊椎外科
570,脊髄外科
571,手外科
572,胃腸内視鏡内科
573,リハ理学診療科
574,内分泌･代謝内科
575,美容整心精神科
576,不妊治療産婦人科
577,心臓･循環器内科
578,腫瘍皮膚科
579,美容皮膚科（女性）
580,形成外科（男性）
581,小児リウマチ科
582,泌尿科
583,性感染症皮膚科
584,抹消血管外科
585,性感染症婦人科
586,診療内科
587,心療精神科
588,漢方皮フ科
589,形成・美容外科
590,美容婦人科
591,外科（緩和ケア）
592,乳腺外科・外科
593,消化器・胃腸内科（内視鏡）
594,大腸肛門内科
595,放射線科（検診、検査業務）
596,気管外科
597,高内
598,婦人科（不妊）
599,乳腺放射診断科
600,内科（ペインクリニック・循環器）
601,男性泌尿器科（感染・性感染）
602,婦人科（薬・漢方）
603,女性泌尿器科（感染・性感染）
604,児童思春期外来
605,漢方腫瘍内科（がん漢）
606,漢方産婦人科
607,婦人科（生殖）
608,泌尿器科（不妊）
609,内科（人工透析・腎臓）
610,感染症泌尿器科
611,不妊治療婦人科
612,男性皮膚科
613,男性不妊治療外科
614,泌尿器科（性感染症）
615,不妊治療内科
616,漢方胃腸内科
617,婦人科（性感染症）
618,眼科（コンタクトのみ）
619,腎臓高血圧内科
620,臨床検査化科
621,老年診療科
622,心療内科（小児）
623,心療内科（女性）
624,が内
625,放射線診療科
626,漢方外科
627,漢方脳神経内科
628,漢方脳外科
629,女性皮膚科
630,呼吸器小児科
631,気道食道内科
632,神内内分泌内科
633,消外大腸外科
634,循内肝臓内科
635,呼外大腸外科
636,頭部外科
637,頸部外科
638,人工透析腎臓内科
639,内視鏡消化器外科
640,消外肛門外科
641,乳線外科
642,循環器
643,消内内視鏡内科
644,ペインクリニック女性内科
645,内科（胃腸科）
646,内科（脳神経内科）
647,外科（肛門科）
648,糖内内分泌内科
649,不妊治療外科
650,腎臓泌尿器科
651,腫瘍泌尿器科
652,腫瘍婦人科
653,リウ血液内科
654,リハ放射線治療科
655,神内漢方内科
656,循内感染症内科
657,美皮漢方内科
658,内視鏡消化器内科
659,漢内内視鏡内科
660,放脂質代謝内科
661,薬物療法外科
662,外科（整形外科）
663,呼内老年内科
664,胃内肛門内科
665,内科（心療内科）
666,内科（循環器科）
667,口外老年歯科
668,呼吸器・感染症内科
669,腎臓病
670,リウマチ・膠原病アレルギー外来
671,老年科
672,乳腺外来
673,脳血管内治療科
674,検診科
675,内科（呼吸器・循環器・アレルギー疾患・体謝・内分泌）
676,消化器内科（胃腸・肝臓・胆のう・膵臓）
677,内科（消化器・糖尿病・循環器）
678,こう門内科
679,内科（循環器・糖尿病・代謝）
680,漢方・心療内科
681,婦人科（生殖医療・思春期・内分泌）
682,腎糖尿病内科
683,脂質・代謝内科
684,乳内外
685,内分泌・代謝小児科
686,大腸・肛門内科
687,訪問歯科
688,乳腺・内分泌・消化器外科
689,糖尿病・内分泌・代謝内科
690,糖尿病内分泌腺内科
691,内科（呼吸器・循環器・消化器・肝臓）
692,耳鼻咽頭科
693,訪問診療科
694,内科（緩和ケア）
695,歯科（小児診療はしない）
696,腎臓・代謝内科
697,消火器外科
698,産婦人科・産科
699,循環器科・循環器内科
700,神経内科・神経科
701,消化器・胃腸・大腸外科
702,循環器外科・心臓血管外科
703,呼吸器科・呼吸器内科
704,消化器科・消化器内科
705,胃腸科・胃腸内科
706,腎臓内科・人工透析内科
707,気管食道科・気管食道外科
708,肛門科・肛門外科
709,精神科・神経科
710,泌尿器内科
711,泌尿器科（不妊症）
712,泌尿器科（生）
713,漢方（思）
714,漢方（不）
715,内科（血液透析）
716,整形外科（ペインクリニック）
717,腎内科・糖尿病・透析室
718,胸部血管外科
719,胃腸科（消化器科）
720,歯科、小児歯科
721,外科（一般）
722,外科（皮膚外来）
723,外科（泌尿器外来）
724,歯科（口腔ケア）
725,呼吸器・血管外科
726,もの忘れこころ外来
727,皮ふ科
728,内科・循環器内科
729,総合診療内科
730,リウマチ膠原病内科
731,子どものこころ診療科
732,麻酔・ペインクリニック科
733,ｱﾚﾙｷﾞｰ科
734,腎高血圧内科
735,甲状腺診療科
736,腎臓・膠原病内科
737,透析血管外科
738,脊椎・脊髄外科
739,泌尿器科整形外科
740,循環器外科（心臓血管外科）
741,内科（呼・消・循・腎・血・内泌）
742,糖尿病・内科
743,外科（肛門・乳腺）
744,肝臓・消化器内科（内視鏡）
745,内科（消化器科・心療内科）
746,内科（漢方専門）
747,内科（特定感染症検査のみ）
748,胃腸下科
749,歯科一般
750,矯正歯科･小児歯科
751,矯正外科
752,泌尿器科(人工透析）
753,循器内科
754,加齢総合診療科
755,乳腺･内分泌外科
756,大腸･肛門外科
757,腎臓外科（臓器移植）
758,頸部・胸部外科
759,糖尿病･内分泌内科
760,小児･新生児科
761,内科(糖尿病･代謝)
762,外他21科
763,消化器病内科
764,人工透析・泌尿器科
765,呼吸器・腫瘍内科
766,小児心臓外科
767,頭頸部・耳鼻いんこう科
768,頸部内科
769,肝臓・胃腸内科
770,代謝（脂質代謝）内科
771,歯科小児
772,歯科矯正
773,内科（呼吸器）
774,内科（糖尿病）
775,内科（血液）
776,外科（消化器内視鏡）
777,放射線診断料
778,代謝・内分秘内科
779,放射線治療料
780,呼吸器・アレルギー科
781,胃腸・肛門外科
782,肛門心療内科
783,消化器腫瘍外科
784,内視鏡外科（胃腸・大腸）
785,胃腸・肛門内科
786,アレルギー・リウマチ科
787,耳血内
788,代謝･内分泌内科
789,泌尿器科（不妊治療）
790,眼科・麻酔科
791,不妊治療・女性内科
792,生殖医療外科
793,気管食道・耳鼻いんこう科
794,消化器・内視鏡内科
795,精心内
796,消胃
797,リウマチ外科
798,胃腸・大腸・肛門外科
799,リウマチ眼科
800,精婦
801,女性不妊症
802,小腎
803,胃腸・大腸内視鏡内科
804,内高精
805,内科（膵臓・糖尿病）
806,循呼
807,外科（胃腸・大腸・肛門）
808,インプラント
809,審美歯科
810,薬物療法内科
811,腎臓・透析内科
812,小児科（神経）
813,血液・化学療法内科
814,呼吸器・心臓血管外科
815,脂質代謝・血管内科
816,呼吸器・アレルギー疾患内科
817,女性ペインクリニック内科
818,小児科（脳神経）
819,消化器・肛門外科
820,内科（消化器・循環器）
821,婦人科（生殖医療・不妊治療）
822,内科（肝臓・腎臓・循環器・糖尿病・脂質代謝）
823,診療科
824,こうもん科
825,内科（新生児）
826,糖内分内科
827,小児科（循環器科・アレルギー科）
828,小児しか矯正歯科
829,アレルギ科
830,腎蔵内科
831,内科（内分泌・乳腺）
832,アレルギ−科
833,婦人科（不妊治療・生殖医療）泌尿器科
834,内分秘内科
835,膠原病・リウマチ内科
836,内分泌小児科
837,リハビリテ−ション科
838,内科（糖尿病・内分泌・代謝）
839,糖尿・内分泌内科
840,内科（内分泌・胃腸）
841,麻酔科(ペインクリニック)
842,皮膚・泌尿器科
843,小児科（感染症内科）
844,小児科（糖尿病科）
845,小児科（アレルギー科）
846,内科（呼吸器内科）
847,内科（糖尿病内科）
848,小児科（神経発達科）
849,緩和ケア・外科
850,大腸・肛門科
851,膠原病リウマチ内科
852,内科（循環器・人工透析）
853,老年診療内科
854,美容皮フ科
855,消火器内科肛門内科
856,アレレギー科
857,消化器内科(胃腸科内科)
858,循環科
859,胃腸・消化器内科
860,耳咽咽喉科
861,耳咽・気管食道科
862,気管支科
863,神径内科
864,脳神径外科
865,循環内科
866,胃腸内科（消化器内科）
867,気管科
868,内科.外科
869,理学科
870,大腸・こう門外科
871,脳神経リハビリテーション科
872,整形リハビリテーション科
873,免疫内科
874,精神・心療内科
875,老年病内科
876,心血管外科
877,糖尿内科
878,気管食科
879,透析泌尿器科
880,皮膚･泌尿器科
881,内分泌・糖尿病・代謝内科
882,内分泌・乳腺外科
883,神経内科（老年内科）
884,精神科・心療内科
885,漢方リウマチ科
886,婦人科(不妊治療）
887,心臓血管内科（循環器）
888,循環器外科(心臓･血管外科）
889,消火器科
890,外科放射線科乳腺外科
891,疼
892,内科（小児科）
893,内科（消化器・アレルギー疾患・感染症）
894,外科（腫瘍・肛門・血管）
895,女性漢方内科
896,腎臓・高血圧内科
897,呼吸器内科（内視鏡）
898,呼吸器外科（内視鏡）
899,腎・泌尿器科（人工透析）
900,脳卒中内科
901,肝・胆・膵内科
902,外科（がん）
903,緩和ケア小児科
904,肝臓・胆嚢・膵臓内科
905,新生児小児科
906,乳腺・頭頸部外科
907,呼吸器緩和ケア内科
908,漢方医学科
909,老年・高血圧内科
910,神経科・精神科
911,免疫・アレルギー内科
912,核医学診療科
913,腎泌尿器科
914,アレルギー疾患科
915,児童・思春期精神科
916,消化器科外科
917,消化器科内科
918,胆嚢外科
919,末梢血管外科
920,血管透析内科
921,肺腫瘍内科
922,リウマチ・膠原病・アレルギー科
923,脳内科
924,禁煙外来
925,生活習慣病・糖尿病
926,泌尿器科（生殖医療）
927,内科（消化器科）
928,内科（消化器・内視鏡）
929,消化器内科（肝臓・大腸）
930,内科（糖尿病・循環器・消化器・呼吸器）
931,がん血液内科
932,外科・整形外科・形成外科
933,脂質代謝・糖尿病内科
934,内科（消化器・循環器・呼吸器・糖尿病）
935,老人精神科
936,内科（漢方・ペインクリニック）
937,美容整形外科
938,光学医療内科
939,がん化学療法内科
940,肝臓消化器内科
941,ペインクリック内科
942,内科（胃腸・肛門）
943,腫瘍内科（緩和ケア）
944,外科（健康診断）
945,健康診断
946,乳腺・胃腸内科
947,外科（皮膚）
948,乳腺・肛門科
949,内科（健診専門）
950,思春期・児童精神科
951,糖尿病・消化器内科
952,肛門外科・内科
953,感染症
954,口腔歯科
955,外肛門外科
956,食道・胃腸外科
957,放射線腫瘍科
958,耳鼻いんこう頭頸部外科
959,周産期内科
960,アレルギー耳鼻咽喉科
961,頚部外科
962,循環器・脂質代謝内科
963,アレルギー疾患リウマチ科
964,消化器科（胃）
965,内科（消化器・肝臓・胆嚢・膵臓・内視鏡）
966,整外科
967,物理療法
968,ペインクリニック・内科
969,健診等
970,漢方内科肛門外科
971,外科（乳腺・肛門・胃腸）
972,疼痛緩和リハビリテーション科
973,産婦人科（分娩は不可）
974,産婦人科（産科・婦人科・不妊治療）
975,腫瘍内科（疼痛緩和）
976,肛門・大腸外科
977,腎臓内科（血液透析）
978,理学療法科（リハビリテーション）
979,整形外科（理学療法・麻酔）
980,神経外科
981,健診
982,膠原病内科
983,内視鏡内科外科
984,緩和ケア・老年内科
985,内科(呼吸器・消化器・循環器・糖尿病)
986,アレルギー皮膚科
987,小児科（健診センター・ＳＡＳセンター併設）
988,心臓小児科
989,消化器・内分泌・小児外科
990,臨床腫瘍科
991,胃腸科肛門科
992,内科（胃腸・消化器・肝臓・胆のう・膵臓・腎臓・循環器・呼吸器・糖尿病・代謝・脂質代謝・内分泌・老年・アレルギー疾患・感染症）
993,小児科リハビリテーション科
994,消化器内科（消化器内科）
995,循環器内科内科
996,人口透析科
997,消化器
998,小児科アレルギー科
999,胃腸器科
1000,脳神経外
1001,胸部・血管外科
1002,消化器外科(胃腸外科)
1003,消化器科（消化器内科・胃腸内科）
1004,肛門科（肛門外科）
1005,呼吸器科（呼吸器内科）
1006,循環器科（循環器内科）
1007,心臓血管外科（循環器外科）
1008,気管食道科（気管食道外科）
1009,老年期認知症外来
1010,放射線科小児科
1011,呼吸器・消化器・腎臓内科
1012,消化器・肛門・乳腺・血管外科
1013,小児神経発達外来
1014,発達小児科
1015,糖尿病外来
1016,乳腺・消化器外科
1017,女性診療外来
1018,消化管内科
1019,胆道膵臓内科
1020,膠原病・感染症内科
1021,漢方診療科
1022,消化管外科
1023,糖尿病・血液内科
1024,総合診療
1025,リエゾン科（精神科）
1026,一般小児科
1027,皮膚科性病科
1028,内科循環器科
1029,糖尿病内科内科
1030,消化器内科（胃腸）
1031,消化器科（消化器内科）
1032,医療科
1033,成分献血
1034,運動器リハビリテーション科
1035,大腸
1036,産科婦人科
1037,大腸肛門科
1038,外科一般
1039,一般皮膚科
1040,リハビリテーシヨン科
1041,歯科口腔歯科
1042,疾痛緩和内科
1043,泌尿器科（人工透析・腎移植）
1044,腎臓内科（人工透析・腎移植）
1045,ペインクリニック（内科）
1046,ペインクリニック（外科）
1047,思春期診療内科
1048,内科肛門科
1049,皮膚科泌尿器科
1050,全科
1051,リウマチ膠原病科
1052,皮ふ泌尿器科
1053,がん緩和ケア内科
1054,がん緩和ケア泌尿器科
1055,泌尿器科（腎臓）
1056,性感染症科
1057,代謝内科・内分泌内科
1058,人工透析血管外科
1059,糖尿病・内分泌代謝内科
1060,腎臓代謝内科
1061,小腸内科
1062,腹部内科
1063,十二指腸内科
1064,胆のう内科
1065,消化器科・肛門科
1066,胃腸・大腸・胆のう・肛門外科
1067,腫瘍・疼痛緩和外科
1068,小児内分泌・代謝科
1069,小児腎疾患科
1070,新生児循環器科
1071,小児感染症科
1072,小児血液・免疫科
1073,感染内科
1074,乳腺化学療法内科
1075,乳腺心療内科
1076,乳腺リハビリテーション科
1077,疼通緩和内科
1078,血液リウマチ科
1079,糖尿病･代謝・内分泌内科
1080,血液･腫瘍内科
1081,ひ尿器科（人工透析）
1082,外科（消化器・乳腺・肛門）
1083,内科（消化器・循環器・肝臓・糖尿病）
1084,糖尿病・腎臓内科
1085,疼痛緩和内科（ペインクリニック）
1086,血液・透析内科
1087,漢産婦人科
1088,産婦人科（不妊治療・内視鏡）
1089,糖尿病内科（内分泌・代謝）
1090,肝臓・胆嚢外科
1091,緩和ケア・精神科
1092,緩和ケア・腫瘍精神科
1093,腎内人工透析内科
1094,消化器内科（胃・大腸内視鏡）
1095,消化器内科（消化器科）
1096,呼吸器内科（呼吸器科）
1097,胃腸内科（胃腸科）
1098,乳腺内科（乳腺科）
1099,内科（胃腸内視鏡）
1100,皮膚科科
1101,膝関節外科
1102,内科（消化器・代謝・心療・呼吸器・循環器・アレルギー）
1103,呼吸内科
1104,内科（肝臓・胃腸・消化器・呼吸器）
1105,放射科
1106,消科
1107,消内科
1108,皮膚外科
1109,肛門科（マンモグラフィあり）
1110,肛外科
1111,脳神経外科リハビリテーション科
1112,アレルギー疾患皮膚科
1113,呼吸器アレルギー内科
1114,性病科皮膚科
1115,耳鼻咽喉科（小児・気管食道・漢方）
1116,外科（乳腺・肛門）
1117,内科（感染症・消化器）
1118,歯科疾患の全て
1119,顎関節の不調和
1120,不具合
1121,噛み合わせ不良による頭痛
1122,首肩背中のこり痛みなど
1123,矯正口腔外科
1124,緩和内科
1125,泌尿器科（
1126,）
1127,肝臓科
1128,ボトックス外来
1129,肝臓・胆のう・膵臓科
1130,訪問診療
1131,インプラント科
1132,ペインクリニック・緩和ケア内科
1133,精神科・内科
1134,呼吸器内科（化学療法）
1135,泌尿器科（人工透析・不妊治療）
