,0
297,消化器科（胃腸科）
298,腹部外科
299,糖尿病内分泌代謝内科
300,外科（こう門）
301,漢方専門
302,気道食道科
303,内分泌代謝内科
304,甲状腺内科
305,皮膚科こう門科
306,泌尿器科（人口透析）
307,循環器科内科
308,神経科（神経内科）
309,食道科
310,胃外科
311,胆のう外科
312,膵臓外科
313,麻酔科（ペインクリニック）
314,消化器内（内視鏡）
315,肝臓・消化器内科
316,放射線治療
317,アレルギー内科
318,内分泌科
319,神経・内科
320,消・胃腸科
321,小児神経心療内科
322,小児内分泌・代謝内科
323,小児感染症内科
324,小児腎臓内科
325,新生児外科
326,小児秘尿器科
327,小児救急科
328,消化器外科（胃腸科外科）
329,乳腺内科
330,ペインクリニック・整形外科
331,内分泌・代謝・糖尿病内科
332,内分泌・糖尿病内科
333,アレルギー疾患・リウマチ科
334,漢方科
335,人工透析
336,女性乳腺内科
337,内科（心臓）
338,他
339,呼吸器・アレルギー内科
340,循環器・腎臓内科
341,心臓・血管内科
342,耳鼻咽喉・頭頸部外科
343,アレルギー膠原病科
344,大腸内視鏡科
345,美容皮ふ科
346,大腸内視鏡
347,膵臓・消化器内科
348,神経痛
349,緩和ケア
350,糖尿病
351,アレルギー
352,整形
353,泌尿器科内科
354,皮膚神経内科
355,性病内科
356,生殖医療産婦人科
357,肝臓・胆のう・膵臓内科
358,腎臓外科
359,泌尿器科・泌尿器科（人工透析）
360,腹外
361,肛門下科
362,理学療法
363,外８
364,内科（循環器・呼吸器）
365,外科 （消化器 ・ 内視鏡）
366,内科（消化器・呼吸器・心療内科）
367,外科(内視鏡)
368,理
369,気管内科
370,胆のう
371,膵臓内科
372,大腸内視鏡内科
373,がん・乳腺放射線診療科
374,乳腺放射線診断科
375,リュウマチ科
376,泌尿器科科
377,放射線診断
378,理学診断
379,糖尿病科
380,移植外科
381,内科（化学療法）
382,腎臓・泌尿器科
383,精神腫瘍科
384,緩和ケア外科
385,代謝・糖尿病内科
386,糖尿病・代謝・内分泌内科
387,透析外科
388,老年精神科（認知症）
389,乳腺内分泌外科
390,血管内科
391,眼科（コンタクト）
392,リハビリテーション科リウマチ科
393,放射線内科
394,小児科外科
395,精神科（発達障害のみ）
396,内科（内視鏡）
397,外科（内視鏡）
398,糖尿代謝内科
399,肝臓胆のう膵臓内科
400,産婦人科（生医）
401,成人矯歯歯科
402,腎透析内科
403,内科（採血）
404,内科（透析）
405,糖尿病代謝内分泌科
406,消化器・胃腸科
407,循環器・心臓内科
408,精精神科
409,漢方アレルギー科
410,腫瘍内科（化学療法）
411,内科（ペインクリニック）
412,矯科
413,その他
414,リハビリ科
415,ペインクリニック内科・外科
416,婦人科（不妊治療）
417,泌尿器科（男性不妊治療）
418,ペインクリニック・心療内科
419,人口透析内科
420,肝臓・胆嚢・脾臓外科
421,小児腫瘍内科
422,小児・心臓血管外科
423,消化器内視鏡外科
424,男性泌尿器科
425,腫瘍外科（緩和ケア）
426,内分泌・代謝科
427,脳脊髄神経外科
428,肝臓・胆のう・膵臓外科
429,腫瘍・血液内科
430,腫瘍精神科
431,内科（漢方）
432,内科（血管）
433,糖尿病・代謝内分泌科
434,呼吸器科内科
435,内科（薬物療法）
436,内科（呼吸器・消化器）
437,食道・胃腸内科
438,感染症外科
439,頭頸外科
440,外科（乳腺・甲状腺）
441,形成美容外科
442,頸部甲状腺乳腺外科
443,内科(人工透析）
444,内科（糖尿病・循環器科・呼吸器・消化器）
445,乳腺・甲状腺外科
446,胃・大腸・消化器内科
447,人口透析外科
448,内分泌代謝科
449,食道・胃腸・大腸内科（内視鏡）
450,呼吸器・循環器内科
451,外科（鼡形ヘルニア）
452,消化器・乳腺外科
453,漢方婦人科
454,腎臓・人工透析内科
455,小児整形外科
456,神経眼科
457,漢方皮膚科
458,大腸内科
459,思春期内科
460,美容皮膚科（漢方）
461,皮膚科（漢方）
462,腎臓内科（人工透析内科）
463,ペイン外科
464,腎臓内科(人工透析)
465,腫瘍内科(疼痛緩和)
466,産婦人科(不妊治療)
467,産婦人科(生殖医療)
468,産婦人科(内視鏡)
469,心臓リハビリ科
470,脳腫瘍外科
471,消化器外科(胃・大腸)
472,肝・胆・膵外科
473,血液・感染症内科
474,腎臓内分泌代謝内科
475,ペイン内科
476,腎臓小児科
477,循環器小児科
478,小児科(新生児)
479,骨軟部腫瘍外科
480,皮膚腫瘍外科
481,消化器肝臓内科
482,糖尿病代謝・内分泌内科
483,代謝内分泌内科
484,腎臓透析内科
485,泌尿器科(人工透析)
486,ペイン整形外科
487,代謝糖尿病内科
488,胃食道外科
489,食道胃腸外科
490,思春期精神科
491,女性心療内科
492,脳血管内科
493,心臓病内科
494,糖尿病代謝内分泌内科
495,腎臓内分泌内科
496,疼痛緩和外科
497,糖尿内分泌内科
498,皮膚アレルギー科
499,血液外科
500,老年呼吸器内科
501,女性乳腺外科
502,消化器乳腺外科
503,内分泌糖尿病内科
504,化学療法外科
505,血液腫瘍外科
506,内科(人工透析)
507,精神内科
508,漢方眼科
509,性感性症内科
510,呼吸器アレルギー科
511,内科（人間ドック・成人検査のみ）
512,感染症婦人科
513,乳腺科
514,糖尿病脂質代謝内科
515,消化器内科（胃腸・肛門・内視鏡）
516,眼科（コンタクト専門）
517,耳鼻いんこう科（気管食道・小児）
518,外科（肛門外科）
519,胃・大腸内視鏡内科
520,内科（内分泌・消化器・胃腸・呼吸器・循環器）
521,腎臓泌尿器科（腎臓臓器移植）
522,皮膚科・アレルギー科
523,循環器女性内科
524,口腔外科歯科
525,歯科矯正歯科
526,ひ尿科
527,内科（呼吸器・循環器）
528,大腸内視鏡外科
529,食道内科
530,思春期心療内科
531,小児リハビリテーション科
532,女性臨床検査科
533,産婦人科（不妊治療）
534,消化器内視鏡科
535,胃腸外科（内視鏡）
536,歯科口腔外科歯科
537,消化器胃腸科
538,漢方耳鼻咽喉科
539,漢方小児科
540,消火器内科（内視鏡）
541,老年神経内科
542,気管食道・耳鼻咽喉科
543,心療小児科
544,指圧
545,はり
546,消化器・胃腸内科
547,緩和ケア内科又は内科（緩和ケア）
548,通院人工透析診療所
549,小児漢方内科
550,漢方消化器内科
551,心療皮
552,気管食道耳鼻咽喉科
553,泌尿器科（透析）
554,乳腺病理診断科
555,循環器科（透析）
556,小児呼吸器内科
557,アレルギー疾患耳鼻咽喉科
558,肛門外科又はこうもん外科
559,内科（消化器・循環器・呼吸器）
560,漢方女性内科
561,女性精神科
562,婦人科（不妊治療・生殖医療）
563,美容形成外科
564,小児歯科口腔外科
565,女性内科（性感染症）
566,内科（高齢者）
567,高齢者心療内科
568,脊椎外科
569,脊髄外科
570,手外科
571,胃腸内視鏡内科
572,リハ理学診療科
573,内分泌･代謝内科
574,美容整心精神科
575,不妊治療産婦人科
576,心臓･循環器内科
577,腫瘍皮膚科
578,美容皮膚科（女性）
579,形成外科（男性）
580,小児リウマチ科
581,泌尿科
582,性感染症皮膚科
583,抹消血管外科
584,性感染症婦人科
585,診療内科
586,心療精神科
587,漢方皮フ科
588,形成・美容外科
589,美容婦人科
590,外科（緩和ケア）
591,乳腺外科・外科
592,消化器・胃腸内科（内視鏡）
593,大腸肛門内科
594,放射線科（検診、検査業務）
595,気管外科
596,高内
597,婦人科（不妊）
598,乳腺放射診断科
599,内科（ペインクリニック・循環器）
600,男性泌尿器科（感染・性感染）
601,婦人科（薬・漢方）
602,女性泌尿器科（感染・性感染）
603,児童思春期外来
604,漢方腫瘍内科（がん漢）
605,漢方産婦人科
606,婦人科（生殖）
607,泌尿器科（不妊）
608,内科（人工透析・腎臓）
609,感染症泌尿器科
610,不妊治療婦人科
611,男性皮膚科
612,男性不妊治療外科
613,泌尿器科（性感染症）
614,不妊治療内科
615,漢方胃腸内科
616,婦人科（性感染症）
617,眼科（コンタクトのみ）
618,腎臓高血圧内科
619,臨床検査化科
620,老年診療科
621,心療内科（小児）
622,心療内科（女性）
623,が内
624,放射線診療科
625,漢方外科
626,漢方脳神経内科
627,漢方脳外科
628,女性皮膚科
629,呼吸器小児科
630,気道食道内科
631,神内内分泌内科
632,消外大腸外科
633,循内肝臓内科
634,呼外大腸外科
635,頭部外科
636,頸部外科
637,人工透析腎臓内科
638,内視鏡消化器外科
639,消外肛門外科
640,乳線外科
641,循環器
642,消内内視鏡内科
643,ペインクリニック女性内科
644,内科（胃腸科）
645,内科（脳神経内科）
646,外科（肛門科）
647,糖内内分泌内科
648,不妊治療外科
649,腎臓泌尿器科
650,腫瘍泌尿器科
651,腫瘍婦人科
652,リウ血液内科
653,リハ放射線治療科
654,神内漢方内科
655,循内感染症内科
656,美皮漢方内科
657,内視鏡消化器内科
658,漢内内視鏡内科
659,放脂質代謝内科
660,薬物療法外科
661,外科（整形外科）
662,呼内老年内科
663,胃内肛門内科
664,内科（心療内科）
665,内科（循環器科）
666,口外老年歯科
667,呼吸器・感染症内科
668,腎臓病
669,リウマチ・膠原病アレルギー外来
670,老年科
671,乳腺外来
672,脳血管内治療科
673,検診科
674,内科（呼吸器・循環器・アレルギー疾患・体謝・内分泌）
675,消化器内科（胃腸・肝臓・胆のう・膵臓）
676,内科（消化器・糖尿病・循環器）
677,こう門内科
678,内科（循環器・糖尿病・代謝）
679,漢方・心療内科
680,婦人科（生殖医療・思春期・内分泌）
681,腎糖尿病内科
682,脂質・代謝内科
683,乳内外
684,内分泌・代謝小児科
685,大腸・肛門内科
686,訪問歯科
687,乳腺・内分泌・消化器外科
688,糖尿病・内分泌・代謝内科
689,糖尿病内分泌腺内科
690,内科（呼吸器・循環器・消化器・肝臓）
691,耳鼻咽頭科
692,訪問診療科
693,内科（緩和ケア）
694,歯科（小児診療はしない）
695,腎臓・代謝内科
696,消火器外科
697,産婦人科・産科
698,循環器科・循環器内科
699,神経内科・神経科
700,消化器・胃腸・大腸外科
701,循環器外科・心臓血管外科
702,呼吸器科・呼吸器内科
703,消化器科・消化器内科
704,胃腸科・胃腸内科
705,腎臓内科・人工透析内科
706,気管食道科・気管食道外科
707,肛門科・肛門外科
708,精神科・神経科
709,泌尿器内科
710,泌尿器科（不妊症）
711,泌尿器科（生）
712,漢方（思）
713,漢方（不）
714,内科（血液透析）
715,整形外科（ペインクリニック）
716,腎内科・糖尿病・透析室
717,胸部血管外科
718,胃腸科（消化器科）
719,歯科、小児歯科
720,外科（一般）
721,外科（皮膚外来）
722,外科（泌尿器外来）
723,歯科（口腔ケア）
724,呼吸器・血管外科
725,もの忘れこころ外来
726,皮ふ科
727,内科・循環器内科
728,総合診療内科
729,リウマチ膠原病内科
730,子どものこころ診療科
731,麻酔・ペインクリニック科
732,ｱﾚﾙｷﾞｰ科
733,腎高血圧内科
734,甲状腺診療科
735,腎臓・膠原病内科
736,透析血管外科
737,脊椎・脊髄外科
738,泌尿器科整形外科
739,循環器外科（心臓血管外科）
740,内科（呼・消・循・腎・血・内泌）
741,糖尿病・内科
742,外科（肛門・乳腺）
743,肝臓・消化器内科（内視鏡）
744,内科（消化器科・心療内科）
745,内科（漢方専門）
746,内科（特定感染症検査のみ）
747,胃腸下科
748,歯科一般
749,矯正歯科･小児歯科
750,矯正外科
751,泌尿器科(人工透析）
752,循器内科
753,加齢総合診療科
754,乳腺･内分泌外科
755,大腸･肛門外科
756,腎臓外科（臓器移植）
757,頸部・胸部外科
758,糖尿病･内分泌内科
759,小児･新生児科
760,内科(糖尿病･代謝)
761,外他21科
762,消化器病内科
763,人工透析・泌尿器科
764,呼吸器・腫瘍内科
765,小児心臓外科
766,頭頸部・耳鼻いんこう科
767,頸部内科
768,肝臓・胃腸内科
769,代謝（脂質代謝）内科
770,歯科小児
771,歯科矯正
772,内科（呼吸器）
773,内科（糖尿病）
774,内科（血液）
775,外科（消化器内視鏡）
776,放射線診断料
777,代謝・内分秘内科
778,放射線治療料
779,呼吸器・アレルギー科
780,胃腸・肛門外科
781,肛門心療内科
782,消化器腫瘍外科
783,内視鏡外科（胃腸・大腸）
784,胃腸・肛門内科
785,アレルギー・リウマチ科
786,耳血内
787,代謝･内分泌内科
788,泌尿器科（不妊治療）
789,眼科・麻酔科
790,不妊治療・女性内科
791,生殖医療外科
792,気管食道・耳鼻いんこう科
793,消化器・内視鏡内科
794,精心内
795,消胃
796,リウマチ外科
797,胃腸・大腸・肛門外科
798,リウマチ眼科
799,精婦
800,女性不妊症
801,小腎
802,胃腸・大腸内視鏡内科
803,内高精
804,内科（膵臓・糖尿病）
805,循呼
806,外科（胃腸・大腸・肛門）
807,インプラント
808,審美歯科
809,薬物療法内科
810,腎臓・透析内科
811,小児科（神経）
812,血液・化学療法内科
813,呼吸器・心臓血管外科
814,脂質代謝・血管内科
815,呼吸器・アレルギー疾患内科
816,女性ペインクリニック内科
817,小児科（脳神経）
818,消化器・肛門外科
819,内科（消化器・循環器）
820,婦人科（生殖医療・不妊治療）
821,内科（肝臓・腎臓・循環器・糖尿病・脂質代謝）
822,診療科
823,こうもん科
824,内科（新生児）
825,糖内分内科
826,小児科（循環器科・アレルギー科）
827,小児しか矯正歯科
828,アレルギ科
829,腎蔵内科
830,内科（内分泌・乳腺）
831,アレルギ−科
832,婦人科（不妊治療・生殖医療）泌尿器科
833,内分秘内科
834,膠原病・リウマチ内科
835,内分泌小児科
836,リハビリテ−ション科
837,内科（糖尿病・内分泌・代謝）
838,糖尿・内分泌内科
839,内科（内分泌・胃腸）
840,麻酔科(ペインクリニック)
841,皮膚・泌尿器科
842,小児科（感染症内科）
843,小児科（糖尿病科）
844,小児科（アレルギー科）
845,内科（呼吸器内科）
846,内科（糖尿病内科）
847,小児科（神経発達科）
848,緩和ケア・外科
849,大腸・肛門科
850,膠原病リウマチ内科
851,内科（循環器・人工透析）
852,老年診療内科
853,美容皮フ科
854,消火器内科肛門内科
855,アレレギー科
856,消化器内科(胃腸科内科)
857,循環科
858,胃腸・消化器内科
859,耳咽咽喉科
860,耳咽・気管食道科
861,気管支科
862,神径内科
863,脳神径外科
864,循環内科
865,胃腸内科（消化器内科）
866,気管科
867,内科.外科
868,理学科
869,大腸・こう門外科
870,脳神経リハビリテーション科
871,整形リハビリテーション科
872,免疫内科
873,精神・心療内科
874,老年病内科
875,心血管外科
876,糖尿内科
877,気管食科
878,放射線科 
879,理学療法科 
880,透析泌尿器科
881,皮膚･泌尿器科
882,内分泌・糖尿病・代謝内科
883,内分泌・乳腺外科
884,神経内科（老年内科）
885,精神科・心療内科
886,漢方リウマチ科
887,婦人科(不妊治療）
888,心臓血管内科（循環器）
889,循環器外科(心臓･血管外科）
890,消火器科
891,外科放射線科乳腺外科
892,疼
893,内科（小児科）
894,内科（消化器・アレルギー疾患・感染症）
895,外科（腫瘍・肛門・血管）
896,女性漢方内科
897,腎臓・高血圧内科
898,呼吸器内科（内視鏡）
899,呼吸器外科（内視鏡）
900,腎・泌尿器科（人工透析）
901,脳卒中内科
902,肝・胆・膵内科
903,外科（がん）
904,緩和ケア小児科
905,肝臓・胆嚢・膵臓内科
906,新生児小児科
907,乳腺・頭頸部外科
908,呼吸器緩和ケア内科
909,漢方医学科
910,老年・高血圧内科
911,神経科・精神科
912,免疫・アレルギー内科
913,核医学診療科
914,腎泌尿器科
915,アレルギー疾患科
916,児童・思春期精神科
917,消化器科外科
918,消化器科内科
919,胆嚢外科
920,末梢血管外科
921,血管透析内科
922,肺腫瘍内科
923,リウマチ・膠原病・アレルギー科
924,脳内科
925,禁煙外来
926,生活習慣病・糖尿病
927,泌尿器科（生殖医療）
928,内科（消化器科）
929,内科（消化器・内視鏡）
930,消化器内科（肝臓・大腸）
931,内科（糖尿病・循環器・消化器・呼吸器）
932,がん血液内科
933,外科・整形外科・形成外科
934,脂質代謝・糖尿病内科
935,内科（消化器・循環器・呼吸器・糖尿病）
936,老人精神科
937,内科（漢方・ペインクリニック）
938,美容整形外科
939,光学医療内科
940,がん化学療法内科
941,肝臓消化器内科
942,ペインクリック内科
943,内科（胃腸・肛門）
944,腫瘍内科（緩和ケア）
945,外科（健康診断）
946,健康診断
947,乳腺・胃腸内科
948,外科（皮膚）
949,乳腺・肛門科
950,内科（健診専門）
951,思春期・児童精神科
952,糖尿病・消化器内科
953,肛門外科・内科
954,感染症
955,口腔歯科
956,外肛門外科
957,食道・胃腸外科
958,放射線腫瘍科
959,耳鼻いんこう頭頸部外科
960,周産期内科
961,アレルギー耳鼻咽喉科
962,頚部外科
963,循環器・脂質代謝内科
964,アレルギー疾患リウマチ科
965,消化器科（胃）
966,内科（消化器・肝臓・胆嚢・膵臓・内視鏡）
967,整外科
968,物理療法
969,ペインクリニック・内科
970,健診等
971,漢方内科肛門外科
972,外科（乳腺・肛門・胃腸）
973,疼痛緩和リハビリテーション科
974,産婦人科（分娩は不可）
975,産婦人科（産科・婦人科・不妊治療）
976,腫瘍内科（疼痛緩和）
977,肛門・大腸外科
978,腎臓内科（血液透析）
979,理学療法科（リハビリテーション）
980,整形外科（理学療法・麻酔）
981,神経外科
982,健診
983,膠原病内科
984,内視鏡内科外科
985,緩和ケア・老年内科
986,内科(呼吸器・消化器・循環器・糖尿病)
987,アレルギー皮膚科
988,小児科（健診センター・ＳＡＳセンター併設）
989,心臓小児科
990,消化器・内分泌・小児外科
991,臨床腫瘍科
992,胃腸科肛門科
993,内科（胃腸・消化器・肝臓・胆のう・膵臓・腎臓・循環器・呼吸器・糖尿病・代謝・脂質代謝・内分泌・老年・アレルギー疾患・感染症）
994,小児科リハビリテーション科
995,消化器内科（消化器内科）
996,循環器内科内科
997,人口透析科
998,消化器
999,小児科アレルギー科
1000,胃腸器科
1001,脳神経外
1002,胸部・血管外科
1003,消化器外科(胃腸外科)
1004,消化器科（消化器内科・胃腸内科）
1005,肛門科（肛門外科）
1006,呼吸器科（呼吸器内科）
1007,循環器科（循環器内科）
1008,心臓血管外科（循環器外科）
1009,気管食道科（気管食道外科）
1010,老年期認知症外来
1011,放射線科小児科
1012,呼吸器・消化器・腎臓内科
1013,消化器・肛門・乳腺・血管外科
1014,小児神経発達外来
1015,発達小児科
1016,糖尿病外来
1017,乳腺・消化器外科
1018,女性診療外来
1019,消化管内科
1020,胆道膵臓内科
1021,膠原病・感染症内科
1022,漢方診療科
1023,消化管外科
1024,糖尿病・血液内科
1025,総合診療
1026,リエゾン科（精神科）
1027,一般小児科
1028,皮膚科性病科
1029,内科循環器科
1030,糖尿病内科内科
1031,消化器内科（胃腸）
1032,消化器科（消化器内科）
1033,医療科
1034,成分献血
1035,運動器リハビリテーション科
1036,大腸
1037,産科婦人科
1038,大腸肛門科
1039,外科一般
1040,一般皮膚科
1041,リハビリテーシヨン科
1042,歯科口腔歯科
1043,疾痛緩和内科
1044,泌尿器科（人工透析・腎移植）
1045,腎臓内科（人工透析・腎移植）
1046,ペインクリニック（内科）
1047,ペインクリニック（外科）
1048,思春期診療内科
1049,内科肛門科
1050,皮膚科泌尿器科
1051,全科
1052,リウマチ膠原病科
1053,皮ふ泌尿器科
1054,がん緩和ケア内科
1055,がん緩和ケア泌尿器科
1056,泌尿器科（腎臓）
1057,性感染症科
1058,代謝内科・内分泌内科
1059,人工透析血管外科
1060,糖尿病・内分泌代謝内科
1061,腎臓代謝内科
1062,小腸内科
1063,腹部内科
1064,十二指腸内科
1065,胆のう内科
1066,消化器科・肛門科
1067,胃腸・大腸・胆のう・肛門外科
1068,腫瘍・疼痛緩和外科
1069,小児内分泌・代謝科
1070,小児腎疾患科
1071,新生児循環器科
1072,小児感染症科
1073,小児血液・免疫科
1074,感染内科
1075,乳腺化学療法内科
1076,乳腺心療内科
1077,乳腺リハビリテーション科
1078,疼通緩和内科
1079,血液リウマチ科
1080,糖尿病･代謝・内分泌内科
1081,血液･腫瘍内科
1082,ひ尿器科（人工透析）
1083,外科（消化器・乳腺・肛門）
1084,内科（消化器・循環器・肝臓・糖尿病）
1085,糖尿病・腎臓内科
1086,疼痛緩和内科（ペインクリニック）
1087,血液・透析内科
1088,漢産婦人科
1089,産婦人科（不妊治療・内視鏡）
1090,糖尿病内科（内分泌・代謝）
1091,肝臓・胆嚢外科
1092,緩和ケア・精神科
1093,緩和ケア・腫瘍精神科
1094,腎内人工透析内科
1095,消化器内科（胃・大腸内視鏡）
1096,消化器内科（消化器科）
1097,呼吸器内科（呼吸器科）
1098,胃腸内科（胃腸科）
1099,乳腺内科（乳腺科）
1100,内科（胃腸内視鏡）
1101,皮膚科科
1102,膝関節外科
1103,内科（消化器・代謝・心療・呼吸器・循環器・アレルギー）
1104,呼吸内科
1105,内科（肝臓・胃腸・消化器・呼吸器）
1106,放射科
1107,消科
1108,消内科
1109,皮膚外科
1110,肛門科（マンモグラフィあり）
1111,肛外科
1112,脳神経外科リハビリテーション科
1113,アレルギー疾患皮膚科
1114,呼吸器アレルギー内科
1115,性病科皮膚科
1116,耳鼻咽喉科（小児・気管食道・漢方）
1117,外科（乳腺・肛門）
1118,内科（感染症・消化器）
1119,歯科疾患の全て
1120,顎関節の不調和
1121,不具合
1122,噛み合わせ不良による頭痛
1123,首肩背中のこり痛みなど
1124,矯正口腔外科
1125,緩和内科
1126,泌尿器科（ 人工透析 ）
1127,肝臓科
1128,ボトックス外来
1129,肝臓・胆のう・膵臓科
1130,訪問診療
1131,インプラント科
1132,ペインクリニック・緩和ケア内科
1133,精神科・内科
1134,呼吸器内科（化学療法）
