,0
444,ペインクリニック内科・救急科
445,糖尿病内科・消化器内科・循環器内科
446,呼吸器外科，循環器内科
447,てんかん内科
448,老年内科，呼吸器内科，女性内科
449,ペインクリニック内科，ペインクリニック外科
450,呼吸器内科，消化器内科，循環器内科，
451,循環器内科，消化器内科，呼吸器内科
452,腎臓内科，循環器内科，人工透析内科
453,呼吸器内科，消化器内科，感染症内科
454,内科（呼吸器，循環器，消化器，糖尿病，代謝）
455,臨床検査課
456,循環器内科，呼吸器内科，糖尿病内科
457,人工透析科
458,緩和ケア内科，疼痛緩和内科
459,人口透析内科
460,胃腸内科，循環器内科
461,ペインクリニック・肛門外科
462,歯科，矯正歯科，小児歯科，歯科口腔外科
463,糖尿病内科，消化器内科
464,歯科，矯正歯科，小児歯科
465,人工透析内科，腎臓内科
466,人工透析内科，糖尿病内科，腎臓内科
467,消化器内科，循環器内科，歯科，消化器内視鏡内科
468,消化器内科，糖尿病内科
469,呼吸器内科・消化器内科・循環器内科
470,呼吸器内科，児童精神科
471,呼吸器内科・循環器内科・消化器内科
472,循環器内科，胃腸内科，腎臓内科，人工透析内科
473,胃腸内科，消化器内科，呼吸器内科
474,消化器内科，糖尿病内科，血液内科
475,消化器内科，循環器内科，呼吸器内科，人工透析内科
476,歯科，歯科口腔外科
477,老年精神科，児童精神科
478,胃腸内科，消化器内科，糖尿病代謝内科
479,呼吸器内科，消化器内科，循環器内科，小児歯科，歯科
480,腎臓内科、人工透析内科
481,小児皮膚科、美容皮膚科
482,不妊治療外科
483,糖尿病内科、循環器内科
484,消化器内科、漢方内科
485,糖尿病内科，呼吸器内科
486,消火器内科，内視鏡内科，循環器内科，糖尿病内科
487,消化器内科，肛門外科
488,循環器内科，呼吸器内科，消化器内科
489,心臓・循環器内科，呼吸器内科
490,脳神経内科，呼吸器内科
491,循環器内科，内分泌・代謝内科，呼吸器内科
492,漢方内科，漢方外科，呼吸器内科，循環器内科
493,呼吸器内科，循環器内科，腫瘍内科
494,リハビ
495,糖尿
496,呼吸
497,婦人科（生殖医療）
498,ペインクリニック科
499,耳鼻いん
500,リウマチ内科
501,放射
502,男性内科
503,男性内科（血液）
504,男性整形外科
505,消化器内科（胃腸科）
506,血液・腎臓内科
507,麻酔科（出張麻酔）
508,性感染症泌尿器科
509,漢方泌尿器科
510,老年泌尿器科
511,小児泌尿器科
512,神経泌尿器科
513,甲状腺内科・外科
514,がん
515,一般内科
516,一般外科
517,内科胃腸科
518,内科（総合診療）
519,消化器内科（肝胆膵）
520,消化器内科（消化管）
521,内科（健康相談）
522,内科（血液・腎）
523,内科（呼吸器・アレルギー）
524,耳鼻咽喉
525,内科（呼吸器）
526,血液腎臓内科
527,循環器外科（心臓・血管外科）
528,頭痛・脳神経内科
529,消化器内科（胃腸・内視鏡内科）
530,消化器内視鏡内科
531,糖尿病・脂質代謝内科
532,消化器・糖尿病内科
533,漢方外来
534,外科（化学療法）
535,乳腺・内分泌外科
536,脳神
537,喘息外来
538,肝臓外来
539,腎臓外来
540,総合診療科
541,消化器内科（肝・胆・膵）
542,消化器内科（胃腸・食道）
543,呼吸器外
544,小児循環器科
545,リハビリテーション
546,産婦人科（生殖医療）
547,不妊治療
548,女性性感染症内科
549,女性思春期内科
550,産婦人科（生殖医療・不妊治療）
551,糖尿病・代謝内科
552,呼吸器・乳腺外科
553,基本診療科
554,心臓外科
555,脳血管内科
556,歯科口腔外
557,消化器・肝臓内
558,呼吸器
559,大腸・肛門外科
560,内分泌・代謝内科
561,消化器・肝臓内科
562,肝臓・消化器内科
563,乳腺外
564,腎
565,腎臓内
566,小歯歯科
567,大腸内科
568,口腔
569,気食
570,小児
571,脳神経外科（脳外科）
572,歯口外
573,神小
574,胃腸
575,リウマチ
576,肝臓内
577,こう
578,外(こう)
579,消化器内
580,皮膚
581,脳神経科外科
582,脳神外
583,循環内
584,糖代内
585,内分泌内
586,甲内
587,肛門外
588,緩和ケア内
589,疼痛緩和内
590,ｱﾚﾙｷﾞｰ
591,胃腸科内科
592,腎高内
593,呼吸内
594,気管耳（気管呼吸器　耳鼻咽喉科）
595,漢方内
596,胃腸内
597,泌尿
598,理学
599,心臓内
600,人工透内
601,胸外
602,り
603,循環器科内科
604,診療内科
605,放射線治療
606,放治
607,形成外
608,消化器科（胃腸科）
609,リウマチ・膠原病科
610,ﾘﾊﾋﾞﾘ
611,食道
612,胃外科
613,肝臓
614,胆の
615,感染症・呼吸器内科
616,小腸・大腸内科
617,糖尿病・内分泌代謝・腎臓内科
618,心臓
619,糖尿内科
620,耳鼻いんこう科（耳鼻科）
621,循環器内
622,リハビリテーショ
623,内分泌代謝内科
624,脳神経
625,漢皮
626,ﾍﾟｲﾝ整
627,整形
628,アレルギー内科
629,循環
630,小児心内
631,耳鼻咽喉科科
632,内視鏡外
633,泌尿科（人工透析）
634,ﾘｳﾏﾁ
635,ﾍﾟｲﾝｸﾘﾆｯｸ
636,アレルｷﾞー疾患内科
637,児童精
638,消化器外科(胃腸外科)
639,消化器内科(胃腸内科)
640,糖尿病内科(代謝内科)
641,脳神経外
642,小児神経心療内科
643,小児内分泌・代謝内科
644,小児感染症内科
645,小児腎臓内科
646,消化器外科(胃腸外
647,リウマチ膠原病内科
648,心療
649,リハビリ
650,小児歯
651,消化器外科(
652,腎臓内科（人工
653,消化器外科(胃
654,内視鏡
655,小児神経科
656,血
657,リ
658,乳
659,小皮
660,胃外
661,肛内
662,他
663,ペ
664,人透内
665,膵臓
666,循外
667,気外
668,神内他
669,感
670,糖内他
671,小ア
672,女内
673,内代内
674,ア膠
675,頭皮
676,内視
677,女性内
678,心内¥n精
679,リハ他
680,小他
681,リ内
682,内泌内
683,大
684,内内
685,腎臓泌尿器科
686,内鏡内
687,糖尿病内
688,大肛外
689,ぺ整外
690,腎（人工透析）
691,小リハ
692,脂代内
693,ペ内
694,神緩内
695,が緩内
696,糖緩内
697,ア緩内
698,緩皮内
699,整リハ
700,脳リハ
701,内泌代内
702,内分泌内科（甲状腺）
703,総合
704,¥n神内
705,ア内
706,内分泌外
707,泌（人工透析）
708,緩和医療
709,泌（人透）皮
710,消内（内視鏡）
711,大腸・肛外
712,糖尿内分泌内
713,乳腺・内分泌外
714,内分泌・代内
715,脳血内
716,疼緩内
717,緩ケア内
718,頭頸外
719,小精
720,糖尿・内分泌内
721,緩和ケア外
722,血液内
723,腎リウ内
724,内分泌・糖内
725,大腸・肛門外
726,生殖産婦
727,乳内分泌外
728,疼緩
729,腫外
730,肝・胆・臓内
731,内（脳・神）
732,ペイン内
733,ペイン外
734,肝外
735,膵外
736,胆外
737,食外
738,大腸外
739,腎外
740,内（循）
741,腹外
742,アレ呼
743,血液透析内
744,糖尿病・内分泌内
745,理学診断
746,アレ内
747,腎泌
748,消内視鏡内
749,小児皮
750,気管食道
751,心血内
752,外（内視鏡）
753,腫瘍外
754,婦人
755,内（循　呼）
756,外（消　内視）
757,ｱ
758,漢
759,気管
760,気管内
761,消肛外
762,性病
763,甲状腺内
764,小眼
765,肝
766,胆
767,膵臓内
768,大腸内視鏡内科
769,乳腺放診
770,脳神経内
771,美容皮膚科（漢方）
772,理学診療
773,リウ・腎内
774,形・美外
775,内分泌・代謝内
776,乳・内外
777,内分泌・糖尿病内科
778,血液・腫瘍内
779,小児耳
780,思春期内科
781,小ｱﾚ
782,小歯.口外
783,消胃
784,往診専門
785,乳腺内科
786,口腔歯科
787,移植外科
788,乳線外科
789,化学療法外科
790,神経小児科
791,産科婦人科
792,乳腺科
793,小泌
794,内科（化学療法）
795,臨床検査
796,緩
797,胆のう
798,膵臓内科
799,透
800,眼（コンタクト）
801,小児整形外科
802,ペインクリニック整形外科
803,消化器科∧胃腸科∨
804,乳腺腫瘍内科
805,頭部皮膚科（自由診療のみ）
806,眼科（コンタクト診療所）
807,アレルギー疾患
808,内科（内視鏡）
809,肝臓消化器内科
810,糖尿代謝内科
811,肝臓胆のう膵臓内科
812,小児皮膚
813,大腸肛外
814,気内
815,感染症内
816,内（透析）
817,気食外
818,口歯
819,その他
820,精神科（発達障害のみ）
821,内秘
822,頭部皮
823,疼内
824,泌尿器科（男性不妊治療）
825,腫瘍内
826,がん心療内
827,神経眼科
828,美容皮フ科
829,美容皮膚
830,思春期精神
831,老年内
832,美容皮
833,小児内分泌内
834,小児糖尿病内
835,児童精神
836,漢方アレルギー科
837,矯科
838,リウマチ整形外科
839,嬌歯
840,腎内（人工透析）
841,内科（循環器　消化器　呼吸器）
842,リウ膠原
843,内科（人口透析）
844,アレルギー疾患皮膚科
845,女性泌
846,肝胆膵外科
847,リウマチ膠原病科
848,泌(人工透析)
849,膠原病リウマチ内科
850,乳腺腫瘍外科
851,老年精神科（認知症）
852,眼（メ）
853,婦人科（不妊治療）
854,代謝内
855,アレルギー
856,腫瘍内科(化学療法)
857,アレ疾内
858,脂質代謝内
859,腫瘍内科（化学療法）
860,眼科（水AM）
861,泌尿器
862,内視外
863,脳外科
864,糖尿病科
865,歯.小歯
866,「消化器　胃腸外科」
867,糖尿病代謝内分泌科
868,内（採血）
869,内分泌糖尿病内科
870,小矯歯
871,成人矯歯
872,小児矯歯
873,049-283-2133（女子栄養大学事務室）
874,内科＜人工透析＞
875,内（内視鏡）
876,心臓血管外
877,リハビリ科
878,外科（内視鏡）
879,眼科（コンタクト）
880,脊椎内科
881,感染症
882,リハビリテーション科（訪問）
883,腎臓外科
884,糖尿病・内分泌・代謝内科
885,糖尿病・内分泌代謝内科
886,代謝・内分泌内科
887,化学療法内科
888,血液・腫瘍内科
889,消化器外
890,胆のう外科
891,膵臓外科
892,内分泌・代謝科
893,脳脊髄神経外科
894,人工
895,代謝内分泌内科
896,糖尿病・代謝・内分泌内科
897,人
898,運動器外科
899,緩和ケア
900,消化器内視鏡外科
901,内分
902,大腸肛門外科
903,小児心
904,糖尿病・内分
905,老年神経科
906,小児腫瘍内科
907,腎臓・内分泌内科
908,放射線診断科・放射線治療科
909,リウマチ・アレルギー内科
910,疼痛緩和外科
911,ペインクリニック・心療内科
912,腎臓内科（人
913,病理診断課
914,アレルギー疾患リウマチ科
915,糖尿病・代謝内
916,腫瘍・血液内科
917,リウマチ・アレルギー科
918,小児歯科口腔外科
919,呼吸器・循環器内科
920,外科（鼡形ヘルニア）
921,糖尿病・内分泌科
922,内分泌代謝科
923,胃・大腸・消化器内科
924,腎泌尿器科
925,乳腺・甲状腺外科
926,漢方リウマチ科
927,漢方皮膚科
928,漢方婦人科
929,漢方小児科
930,漢方心療内科
931,形成美容外科
932,頸部甲状腺乳腺外科
933,食道・胃腸内科
934,内科（呼吸器・消化器）
935,生殖医療婦人科
936,不妊治療婦人科
937,内科（糖尿病　循環器　呼吸器　消化器）
938,腫瘍漢方内科
939,外科（乳腺・甲状腺）
940,感染症外科
941,糖尿病・代謝内分泌科
942,児童・思春期精神科
943,小児消化器内科
944,呼吸器科内科
945,内科（漢方）
946,（糖尿病内科）
947,内科（血管）
948,糖尿病・甲状腺内科
949,消化器・乳腺外科
950,腎臓・人工透析内科
951,乳腺外来
952,漢方精神科
953,アレルギ−科
954,リハビリテ−ション科
955,リハリビテ−ション科
956,歯．矯．小歯．歯外
957,口腔外科歯科
958,内．外．心内．呼内．循内．神内．消内
959,美容婦人科
960,内．皮．整
961,内．精．心内．呼内．循内．糖内．内分泌内科
962,内．歯
963,内．精
964,歯．小歯
965,小内内
966,男性性感染症内科
967,生殖医療
968,矯．小歯
969,内．外
970,小児眼
971,神経眼
972,審美歯科
973,歯．矯．歯外
974,歯．小歯．歯外
975,コンタクト専門
976,美容形成外科
977,歯．歯外
978,鏡内
979,呼吸器内
980,糖尿代謝内
981,口腔外
982,皮．形
983,精．神．心内
984,感染症婦人科
985,形．美
986,歯科 小児歯科
987,大肛門内
988,心内．精
989,外．心外
990,代
991,歯．矯
992,ひ尿科
993,漢方
994,歯腔外
995,小児糖尿病内科
996,健康診断
997,神経内
998,形．美．皮
999,消化器胃腸科
1000,内．呼．消．循
1001,予防歯科
1002,内．整．放．リウ．リハ
1003,泌尿科
1004,美容外
1005,外．消内．乳外
1006,歯科 歯科口腔外科
1007,本来は4と23。変更
1008,届出指導済み
1009,透析
1010,消化
1011,気管食道耳鼻咽喉科
1012,老年皮膚科
1013,小児神経
1014,ペインクリニック内
1015,緩ケ
1016,小神内
1017,精神内科
1018,ペイン整
1019,内．麻酔科．ペインクリニック内科
1020,女性皮膚科
1021,小アレ
1022,小児科歯科
1023,循環器小児科
1024,気道食道科
1025,眼．耳咽．皮．内
1026,乳腺放射線診断科
1027,こ
1028,胆嚢
1029,内．小．血内
1030,内．婦
1031,老年精神
1032,腫瘍
1033,小心内
1034,小漢内
1035,矯正外科
1036,歯．矯．小歯
1037,こ内
1038,こ外
1039,甲状腺内分泌内科
1040,内．精．整
1041,内．外．整．皮．耳．神内
1042,漢方女性内科
1043,手外科
1044,思春期心療内科
1045,女性
1046,内．外．循内．小
1047,性病内科
1048,皮膚外科
1049,小児科皮膚
1050,必尿器科
1051,がん化学療法外
1052,糖尿病内分泌代謝内科
1053,リマウチ科
1054,ペイン外科
1055,内．消．循．外．整．婦．眼．皮．泌．心内
1056,耳鼻いんこう喉科
1057,内．心内．消内．精．内視鏡内科
1058,内．胃．循
1059,内．呼．アレ
1060,内分泌科
1061,女性乳腺外科
1062,整形リハビリテーション科
1063,性感性症内科
1064,糖尿病院内科
1065,小ひ
1066,消化器肝臓内科
1067,糖尿病代謝
1068,ペイン整形外科
1069,高齢者心療内科
1070,循環器女性内科
1071,血液透析
1072,女性心療内科
1073,心臓リハビリ科
1074,内．心内．整．産婦．皮．リハ．精
1075,頭頚部外
1076,歯．小歯．矯歯．歯外
1077,内．心内．精．神
1078,皮．泌．神精．形
1079,大腸内視鏡外科
1080,胃腸内視鏡内科
1081,乳腺内
1082,ペ整
1083,内．産．婦
1084,小児リハビリテーション科
1085,性感染症婦人科
1086,高齢者内
1087,外．精．放．婦．乳外．形．美．整
1088,老人内科
1089,漢消内
1090,漢精
1091,漢方消化器内科
1092,女内．婦．乳外
1093,脂内
1094,不妊治療産婦人科
1095,内．循．消．皮．外
1096,ぺ内
1097,内．呼内．アレ．皮
1098,内．泌．胃．肛．理学診療科
1099,小児外
1100,不妊治療泌尿器科
1101,内．循．消．呼
1102,老年
1103,内．消．放
1104,内．消内．循内．糖内．婦．皮．乳外
1105,歯．矯．小歯．歯外．
1106,内．形．美精
1107,器官食道内科
1108,内．皮．リハ
1109,内．整
1110,歯．矯．小歯．歯外．美
1111,リハ理学診療科
1112,内．老内
1113,麻酔科ペインクリニック
1114,内．心内．皮．アレ
1115,透析内
1116,整．リウ．リハ
1117,精．神内．心内．内．小
1118,内．形．美．アレ．皮
1119,内．消内．循内．糖尿病代謝内科
1120,乳内
1121,内．循．小．皮．リハ
1122,循環器科整形外科
1123,分泌
1124,脂代
1125,内．小．皮．麻．アレ
1126,内．小．皮．循内
1127,アレルギー疾患外科
1128,内．循内．人内
1129,精．神．心内．内．小
1130,耳咽．アレ
1131,美ひ
1132,小児脳神経内科
1133,内．循．精．皮
1134,精．心内．神内
1135,整．リウ．リハ．内
1136,内．消．胃．心内．アレ
1137,老年精
1138,大腸肛門内科
1139,内．胃内．消内．循内．呼内．小
1140,小矯
1141,小歯外
1142,内．循内．泌
1143,内．放
1144,産．婦
1145,気管食道内
1146,整．リハ．漢内
1147,乳腺病理診断科
1148,内．肛．外．皮．消
1149,内．腎内．糖内．循内．消内．血外．人内．内視鏡外科
1150,透析外
1151,耳咽．気食．アレ
1152,内．泌
1153,乳腺病理診断
1154,内．消内．放射線診断科
1155,内．胃
1156,胃．消．肛
1157,内．胃内．小．糖内
1158,内．外．皮．消内
1159,内．呼内．消内．循内．外．肛内
1160,人内
1161,消化器内視鏡科
1162,心内．神．精
1163,歯。小歯
1164,歯科一般
1165,頭部美容皮膚科
1166,内．精．心内
1167,内．婦．乳外．漢内．放．心内
1168,形．美．皮．泌．産婦．婦
1169,外．内．形．皮．耳咽．眼．美
1170,内．循内．整．消内．皮
1171,性感染内科
1172,腎臓臓器移植
1173,内．消内．アレ
1174,内．小
1175,内．糖内
1176,内．消内．循内
1177,内．消．循
1178,皮膚科リハビリテーション科
1179,思春期小児科
1180,肛門内
1181,内．精．神内．皮
1182,消肝内
1183,内．外．皮．婦．眼．耳咽．放．整
1184,内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内
1185,内．消内．循内．婦．放
1186,内．循内．呼内．消内．消外．皮．乳外
1187,検診．検査業務
1188,５歳以上
1189,歯科 矯正歯科
1190,内．外．小．循．胃．放
1191,神．内．皮．精
1192,心臓血管
1193,アレルギ
1194,内．麻
1195,内．皮．外．精
1196,小児耳鼻咽喉
1197,アレルギー疾患耳鼻咽喉
1198,内．心内
1199,歯科矯正
1200,不妊治療内科
1201,漢方胃腸内科
1202,内．婦．呼．消．循．歯
1203,内．循
1204,内．小．リウ．皮．外．整．産婦．眼．耳．麻
1205,形．美．心内
1206,漢小
1207,美容
1208,内．呼．循
1209,男性泌尿器科
1210,内．小．整．皮
1211,男性不妊治療外科
1212,腎臓内分泌代謝内科
1213,内．眼．耳．歯．皮
1214,内．耳咽
1215,内．歯．精．心内
1216,内．呼．外．眼．循．消．皮
1217,呼吸器アレルギー科
1218,内．精．神．神内
1219,末梢血管外科
1220,呼内．内．循内．消内．糖内
1221,心内．精．神．呼．循．耳咽
1222,肺放射線診断科
1223,食道胃腸外科
1224,膵外科
1225,乳腺内分泌外科
1226,コンタクト
1227,臨床
1228,美容精神科
1229,内．胃．外．肛
1230,漢内．皮
1231,眼．内
1232,内．精．心内．神内．皮．婦．眼．耳咽．整．歯
1233,疼痛緩和
1234,甲状腺
1235,ペイ
1236,呼吸器小児科
1237,内．小．呼．消．胃
1238,内．外．精
1239,歯科口腔外科歯科
1240,精尿病
1241,気管食道耳鼻咽喉
1242,小神
1243,リウマ
1244,移植
1245,内．神．整．皮．眼．耳咽
1246,内．呼．消．アレ
1247,内．外．眼
1248,内．眼．耳
1249,内．消．アレ
1250,歯科口腔悔過
1251,精．心内
1252,児童診療科
1253,内．消．循．皮
1254,腎蔵内科
1255,台帳上
1256,漢方腫瘍内科
1257,がん漢方
1258,漢方産婦人科
1259,腎臓高血圧内科
1260,女性外科
1261,腫血内
1262,美形外
1263,代謝糖尿病内科
1264,皮．美皮
1265,皮フ科
1266,内．眼．耳咽．皮
1267,内．眼．皮
1268,内．皮．眼．耳咽．歯
1269,内．心内．精
