9,腫瘍内科,漢方内,内（循環器　消化器　呼吸器）,気管,耳い,胃内,内（呼吸器　循環器　糖尿病　アレルギー疾患）,「糖尿病　内分泌内科」,【糖尿病　脂質代謝内科】,血液透析内科,脳神経科,,心血内,ｱﾚﾙｷﾞｰ科,ﾘｳﾏﾁ,感染症・呼吸器内科,漢方泌尿器科,老年内科，呼吸器内科，女性内科,漢方心療内科,肝臓,こう,脳神経外科,男性,内．外．心内．呼内．循内．神内．消内,食外,消化器,循外,肛門,肝,がん漢方,循環器外科（心臓・血管外科）,移植内科,脳神経外科（脳外科）,,透析外科,漢方泌尿器科,整形外科,美容外科,ﾍﾟｲﾝｸﾘﾆｯｸ外科,皮膚泌尿器科,眼科（コンタクト）,気管食道耳鼻いんこう科,リハビリテーシ,矯葉,歯．矯．小歯,小児血液腫瘍内科,小児外,不妊治療外科,児童精神科,放腫,臨救,腫瘍内科(化学療法),循環器内科，消化器内科，消化器外科，呼吸器内科，理学療法科，糖尿病内科，老人内科,緩和ｹｱ内,,他
10,肝臓内科,女内,呼吸器科,気管内,耳鼻い,胃腸内科（内視鏡）,内科（消化器　呼吸器　循環器）,小児内分泌内科,「糖尿病　代謝内科」,腫内,脳神内,,内科（血管）,アレルギー内科、消化器内科､漢方内科,リウマチ膠原病内科,小児感染症内科,老年泌尿器科,老年内,思春期心療内科,胆の,小腸・大腸内科,肛門外科,内外,内．呼内．消内．循内．外．肛内,気管食道,消化器科,内．外．心内．呼内．循内．神内．消内,外科（肛門）,胆,脳腫瘍外科,心臓外科,泌尿器科（人工透析　腎移植）,脳神経科外科,,外来透析,老年泌尿器科,ﾍﾟｲﾝｸﾘﾆｯｸ外科,形成,ペ外,皮ふ科,小児眼,耳鼻科,リハビ,老年歯科,歯。小歯,小児眼科,歯．矯．歯外．小児歯科,婦人科（生殖医療）,小児精神科,放診,小児救急科,腫瘍内科（化学療法）,理学,循環器内科，緩和ケア内科,,大
11,胃腸内科,女性内,呼吸器内科、腎臓内科,気内,耳鼻いんこ,消化器科内科,内（循環器　消化器　呼吸器）,腎臓内科（人工透析）,「糖尿病内分泌,呼吸器内科、腫瘍内科、消化器内科、循環器内科、疼痛緩和内科、糖尿病内科,脳神経内科，呼吸器内科,,腎内（透）血管外,糖尿病・内分泌内科、アレルギー疾患内科,リ,感,神経泌尿器科,高齢者心療内科,高齢者心療内科,膵臓,肛内,大腸外科,外内,内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内,気管,胃腸科,内．外．循内．小,女性肛門外科,胆のう,外科（消外　肛外　がん）,胸外,腎臓内科（人工透析　腎移植）,脳神外,,外科（乳腺）,神経泌尿器科,ペ外,血管外科、美容皮膚科,麻酔科,血管外科、美容皮膚科,神経眼,耳鼻いんこう科,リハビリテーション,歯科,小歯矯正,小児耳鼻咽喉科,小外形泌こう,産婦人科（生殖医療）,児精,放射,小救新小,化学療法内科,理学診断,呼吸器内科、腫瘍内科、消化器内科、循環器内科、疼痛緩和内科、糖尿病内科,,¥n神内
12,人工透析内科,総合,消化器内科，呼吸器内科，循環器内科,食道・胃腸内科,耳鼻いんこう,消化器内科（内視鏡）,循環器科,腎内,糖内,消化器内科，糖尿病内科，血液内科,頭痛・脳神経内科,,循内心臓内,内科（呼吸器・アレルギー）,ア膠,性病,泌尿,高齢者内,女性心療内科,肝・胆・臓内,大腸内視鏡内科,緩和ケア外科,外（化）,内．循内．呼内．消内．消外．皮．乳外,気食外,消化器外科（胃腸外科）,内．消．循．外．整．婦．眼．皮．泌．心内,大腸,肝胆膵外科,外科（がん）,心臓血管外,腎臓外科（臓器移植）,脳神経,,腎臓,泌尿,疼痛,頭部皮膚科，美容皮膚科,疼痛,頭部皮膚科，美容皮膚科,コンタクト専門,耳い,り,小児歯科,［小歯］,小児泌尿,小児心臓外科,不妊治療,神精,放射線治療,救急医療,がん化学療法外,理学診療,緩和ケア内科，疼痛緩和内科,,その他
13,糖尿病代謝内科,漢,糖尿病代謝内科，循環器内科，呼吸器内科，消化器内科,気管食道耳鼻咽喉科,耳鼻いん,消化器,循環期内科,「糖尿病内分泌,糖尿病内分泌,呼吸器内科，循環器内科，腫瘍内科,脳神,,脳心内,ｱﾚﾙｷﾞｰ,リ内,感染症内,泌尿科（人工透析）,老人内科,内．心内,肝,胃・大腸・消化器内科,胃腸外科,一般外,内．呼．外．眼．循．消．皮,気管食道耳鼻咽喉科,胃腸,内．循．消．皮．外,こう門科,胆のう外科,血液外,内．外．心内．呼内．循内．神内．消内,,脳神経外,,甲外,泌尿科（人工透析）,整形外,美容内科、美容皮膚科,内科（ペインクリニック）,美容内科、美容皮膚科,眼．耳咽．皮．内,耳鼻い,ﾘﾊﾋﾞﾘ,矯正歯科,「小歯」,児童精神科,小外小ひ,産婦人科（生殖医療・不妊治療）,精神科,放治,（救急科）,臨床,病理診断課,緩和ケア内,,人工
14,ペインクリニック内科,往診専門,呼吸器内科，循環器内科，胃腸内科,気道食道科,耳鼻咽喉,内（糖尿病代謝　消化器）,心血,「乳腺　内分泌内科」,糖尿病科内,男性内科（血液）,脳神経,,内（血）,アレルギー内科,腎リウ内,感染症,腎臓泌尿器科,老年,内．婦．放．循内．消内．乳外．形．呼内．心療内科．皮膚科,胆,大肛門内,内視鏡外科,全科,内．呼内．消内．循内．婦．泌．精．乳外．漢内．糖内,気道食道科,消化器科（胃腸科）,内．消内．循内．糖内．婦．皮．乳外,肛門科,膵臓外科,,外．心外,,内（脳・神）,,乳腺外科，大腸肛門外科,腎臓泌尿器科,内科（ペインクリニック）,美容皮膚科，消化器内科,ペインクリニック内科・救急科,美容皮膚科，消化器内科,内．消．循．外．整．婦．眼．皮．泌．心内,耳鼻いんこ,リハビリテーショ,口腔外科,歯小歯,小(新生児),外科・小児整形外科,生殖産婦,精神,乳腺放診,,女性臨床検査科,内．泌．胃．肛．理学診療科,疼痛緩和内,,人
15,肛門内科,内（採血）,呼吸器内科､循環器内科,器官食道内科,頭痛・脳神経内科,内科（消化器）,心臓血,内分泌,脂質代謝内科,血液・腎臓内科,小児神経心療内科,,心臓血管内科循環器内科,アレルｷﾞー疾患内科,リウ・腎内,男性性感染症内科,泌（人工透析）,内．老内,心療内科 ,膵臓内,大腸肛門内科,形成外科,,呼吸器科 ,食道胃腸外科,食道,循環器科整形外科,乳腺外科，大腸肛門外科,胆嚢,,内．消．循．外．整．婦．眼．皮．泌．心内,,脳外科,,乳腺・内分泌外科,泌（人工透析）,ペインクリニック内科・救急科,美容皮フ科、美容内科,ペインクリニック内科，ペインクリニック外科,美容皮フ科、美容内科,外．内．形．皮．耳咽．眼．美,耳鼻いんこう,リハビリ,一般歯科,小児歯科矯正歯科,小児科（感染症　アレルギー疾患）,小児歯科矯正歯科歯科口腔外科,婦人,精神腫瘍科,放射線診断科・放射線治療科,,薬物療法,リハ理学診療科,神緩内,,本来は4と23。変更
16,内分泌内科,内．外,消化器内科、胃腸内科、呼吸器内科、循環器内科,気管食道内,気管耳（気管呼吸器　耳鼻咽喉科）,内科（消化器　循環器　呼吸器）,消化器･循環器内科,糖尿病内分泌,代謝,がん,神内他,,血管透析内科,ア内,リウマチ整形外科,感染症婦人科,女性泌,高齢者,子どものこころの診療科,胆のう,胃．消．肛,こう門外科,,内外呼,気管食道耳鼻咽喉,胃外科,内．腎内．糖内．循内．消内．血外．人内．内視鏡外科,肛門外科、矯正歯科、歯科口腔外科,膵外科,,内．腎内．糖内．循内．消内．血外．人内．内視鏡外科,,脳脊髄神経外科,,腎臓外来,女性泌,ペインクリニック内科，ペインクリニック外科,小児皮膚科，美容皮フ科，呼吸器内科，循環器内科,ペインクリニック・肛門外科,小児皮膚科，美容皮フ科，呼吸器内科，循環器内科,内．外．皮．婦．眼．耳咽．放．整,耳鼻いん,リ,歯口,,小児皮膚科,小児神経発達外来,産科婦人科,心内(漢方）,内．整．放．リウ．リハ,,臨,乳腺病理診断科,が緩内,,届出指導済み
17,感染症内科,漢方,小児皮膚科，美容皮フ科，呼吸器内科，循環器内科,気管食道耳鼻咽喉,耳鼻いんこう科（耳鼻科）,内科（呼吸器　消化器　糖尿病）,消化器内科，呼吸器内科，循環器内科,乳腺,内（糖尿病代謝　消化器）,内科（血液・腎）,内（脳・神）,,,アレ呼,リウ膠原,性病内科,泌尿器,高齢者歯科,女心内,膵臓内科,肛門内,心臓血管外科,,呼外乳外,気耳,内視鏡外,内．呼内．消内．循内．外．肛内,ペインクリニック・肛門外科,肝胆,,内．婦．乳外．漢内．放．心内,,老年神経科,,呼吸器・乳腺外科,泌尿器,ペインクリニック・肛門外科,小児皮膚科、美容皮膚科,ペインクリニック科,小児皮膚科、美容皮膚科,内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内,耳鼻咽喉,リハ他,肛門外科、矯正歯科、歯科口腔外科,,小児精神科,外科（消化器　乳腺　内分泌　小児　肛門）,泌尿器科（男性不妊治療）,老精,乳腺放射線診断科,,薬内,乳腺病理診断,糖緩内,,人内
18,内視鏡内科,健康診断,循環器内科，消化器内科，胃腸内科，呼吸器内科,気耳,耳鼻咽喉科科,内科（消化器　呼吸器　循環器）,糖尿病代謝内科，循環器内科，呼吸器内科，消化器内科,人工透析,内（循環器　糖尿病　内分泌　脂質代謝）,血液腎臓内科,脳神経内,,,アレ内,リウマチ膠原病科,性感性症内科,腎泌尿器科,老人内科 ,老心療,肝臓消化器内科,胃腸肛門内科,外科（人工透析）,,（呼感,耳気,消化器外科(胃腸外科),内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内,大腸・肛門外科,肝臓・胆のう・膵臓外科,,内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内,,漢方脳神経外科,,乳腺外,腎泌尿器科,ペインクリニック科,形成外,麻酔科（出張麻酔）,皮膚,内．小．リウ．皮．外．整．産婦．眼．耳．麻,気管耳（気管呼吸器　耳鼻咽喉科）,小リハ,小児歯科・歯科口腔外科,,小児科,歯科､小児歯科､歯科口腔外科,婦人科（不妊治療）,漢方内科，漢方精神科，漢方･診療内科,外．精．放．婦．乳外．形．美．整,,化内,検診．検査業務,ア緩内,,５歳以上
19,糖尿病内分泌内科,小漢内,循環器内科，呼吸器内科,食道内科,気管食道耳鼻咽喉科,内（循環器　消化器　呼吸器）,呼吸器内科，循環器内科，胃腸内科,腎臓内科（透析）,内（呼吸器　循環器　糖尿病　アレルギー疾患）,血,老年神経科,,,ｱ,膠原病リウマチ内科,性感染症婦人科,生殖医療,老内ペ外,内科（心療内科含む）,肝臓胆のう膵臓内科,大肛内,外科（肝臓）,,脳神外呼内,耳気ア,消化器外科(胃腸外,内．循内．呼内．消内．消外．皮．乳外,こう,肝臓・胆のう・すい臓外科,,末梢血管外科,,脳腫瘍外科,,腎,生殖医療,男性整形外科,美容皮膚科（漢方）,ﾍﾟｲﾝ整,漢皮,内．眼．耳．歯．皮,耳鼻いんこう科（耳鼻科）,整リハ,歯科，矯正歯科，小児歯科，歯科口腔外科,,小児心療内科,,漢方婦人科,呼吸器内科，児童精神科,内．消．放,,がん化学療法内科,［消化器内科］［病理診断科］,緩皮内,,台帳上
20,代謝内科,女性,呼吸器内科，循環器内科，消化器内科,耳気,眼．耳咽．皮．内,消化器科,呼吸器内科､循環器内科,甲状腺内科,内科（呼吸器　消化器　糖尿病）,血液内,神経内,,,小ｱﾚ,リウマチ・アレルギー内科,性感染内科,ひ尿科,老内腫内,心療内科（漢方）,胆嚢,こう門内科,小児心臓血管外科,,リハ呼外,気管科,消化器外科(,内．外．小．循．胃．放,外(こう),肝臓・胆嚢・膵臓外科,,内．心内．外．整,,脊外,,乳,ひ尿科,ﾍﾟｲﾝ整,形・美外,ﾍﾟｲﾝｸﾘﾆｯｸ,小皮,内．呼．外．眼．循．消．皮,耳鼻咽喉科科,脳リハ,歯科，矯正歯科，小児歯科,,小児耳鼻科,,生殖医療婦人科,老年精神科，児童精神科,内．放,,血液・化学療法内科,胸外病診,緩和医療,,0
21,漢方内科,整．リハ．漢内,消化器内科，内視鏡内科，呼吸器内科，循環器内科,耳気ア,内．外．整．皮．耳．神内,胃腸科,内分泌内科，循環器内科，消化器内科,腎蔵内科(人工透析),糖尿病小児科,血液透析内,小児脳神経内科,,,アレルギー疾患,アレルギー疾患リウマチ科,内．循内．消内．皮．心内．精．女内．性感染症内科,泌尿科,循内老内,心療内科神経内科,消化器肝臓内科,小外形泌こう,小児脳神経外科,,歯外呼内,気管支科,消化器外科(胃,心臓血管,肛門外,膵,,内．外．整．心内．眼．皮．歯,,脳神経外科 ,,内分泌外,泌尿科,整形,美容皮フ科,ペ,頭皮,コンタクト,頭頸外,疼内,消化器内科，循環器内科，歯科，消化器内視鏡内科,,小児耳鼻いんこう科,,不妊治療婦人科,児童精,内．消内．放射線診断科,,外（化）,理学科,疼緩内,,診
22,血液腫瘍内科,内．泌,呼吸器内科，循環器内科,気食内,耳鼻いんこう喉科,消火器内科,循環器内科，心臓内科,透析内科,(従)糖尿病内科,血液・腫瘍内,漢方脳神経内科,,,漢方アレルギー科,リウマチ・アレルギー科,性感染症,必尿器科,精老内,老心内,消肝内,内外胃こう,小児形成外科,,呼循,気管食道・耳鼻いんこう科,胃外,内．呼．外．眼．循．消．皮,大肛外,肝臓・消化,,内．歯．心内．外,,神経科 ,,乳腺・内分泌外,必尿器科,ﾍﾟｲﾝｸﾘﾆｯｸ,美容皮膚,ペ内,緩皮内,眼．内,頸部甲状腺乳腺外科,リハビリ科,歯科，歯科口腔外科,,小児アレルギー科,,美容婦人科,心内¥n精,内．婦．乳外．漢内．放．心内,,乳腺化学療法内科,,緩ケア内,,治
23,老年内科,内．婦．乳外．漢内．放．心内,循環器内科、呼吸器内科、消化器内科,気管科,外．内．形．皮．耳咽．眼．美,内視内,消化器内科、胃腸内科、呼吸器内科、循環器内科,人工透析内,代内,乳腺腫瘍内科,神経内科 ,,,アレルギー疾患皮膚科,漢方リウマチ科,エイズ検査,小ひ,糖内老内,乳腺心療内科,胆膵内,外肛内,肝臓外科,,呼胃,気管食道・耳鼻咽喉科,腹外,内．呼内．消内．循内．婦．泌．精．乳外．漢内．糖内,大腸・肛外,,,透血管外,,小外整脳皮泌リハ,,乳内分泌外,小ひ,ペ,美容皮,ペイン内,泌（人透）皮,内．精．心内．神内．皮．婦．眼．耳咽．整．歯,気管食道耳鼻咽喉科,リハビリテーション科（訪問）,呼吸器内科，消化器内科，循環器内科，小児歯科，歯科,,小耳咽喉,,感染症婦人科,小精,内．外．皮．婦．眼．耳咽．放．整,,呼吸器内科（化学療法）,,緩和ケア外,,自由診療
24,小児循環器内科,内．心内,呼吸器内科、腫瘍内科、消化器内科、循環器内科、疼痛緩和内科、糖尿病内科,気管支科,内．外．皮．婦．眼．耳咽．放．整,消化器内科（胃腸内科）,小児皮膚科，美容皮フ科，呼吸器内科，循環器内科,内（循環器　糖尿病　内分泌　脂質代謝）,糖内分内,腫瘍内,神経科 ,,,アレルギー,内．整．放．リウ．リハ,性感内,内．泌,老年診療内科,,肝胆,胃内大腸,小児外科,,呼吸科,気管食道科(気管食道外科),外（内視鏡）,血管,大腸・肛門外,,,胸血外,,精リウ小外整形脳,,腎外,内．泌,ぺ整外,形成美容外科,ペイン外,小児皮,内．神．整．皮．眼．耳咽,内．外．整．皮．耳．神内,リハビリテ−ション科,歯科口腔外,,小耳,,内．婦,精神科（発達障害のみ）,内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内,,,,疼緩,,透析30台
25,「糖尿病　内分泌内科」,漢小,呼吸器内科、循環器内科,気管食道・耳鼻いんこう科,内．整．婦．皮．眼．外．泌．耳咽．放．消内．循内．糖内．乳外．呼内．神内．心内．血内,内視鏡内科，消化器内科,循環器内科，消化器内科，胃腸内科，呼吸器内科,内科（腎臓）,糖代,がん心療内,［神内］,,,アレ疾内,リマウチ科,呼感内,男性泌尿器科,,,内(膵　糖）,大腸鏡内,人工透析外科,,胸部外,耳鼻いんこう科系その他,外（消　内視）,循小外整脳皮泌,大腸外,,,胸部血管外科,,アリウ小外整形脳,,腎泌,男性泌尿器科,ペ内,美容婦人科,ペインクリニック整形外科,美容皮膚科（漢方）,内．外．眼,耳鼻いんこう喉科,リハリビテ−ション科,小歯歯科,,小児内分泌科,,内．消．循．外．整．婦．眼．皮．泌．心内,思春期精神,内．消内．循内．婦．放,,,,緩,,透析38台
26,小児神経内科,漢内．皮,呼吸器内科，消化器内科，循環器内科,気管食道・耳鼻咽喉科,内．小．リウ．皮．外．整．産婦．眼．耳．麻,消化器･循環器内科,循環器内科，胃腸内科,内科（内分泌）,糖尿内,腫瘍内科(化学療法),脳心内,,,リウマチ・アレルギー内科,整．リウ．リハ,性感,内．形．泌,,,肝内鏡内,A消火器内科B肛門内科,胸部外科,,脳神経外科呼吸器外科,気管外,消肛外,内外循消,大腸肛外,,,透析血管外科,,小外整脳皮泌耳,,乳・内外,内．形．泌,整リハ,審美歯科,疼内,頭部皮膚科（自由診療のみ）,内．眼．耳,頭頚部外,内．整．放．リウ．リハ,口腔,,糖尿病小児科,,内．心内．整．産婦．皮．リハ．精,児童精神,内．外．小．循．胃．放,,,,緩和ケア,,生
27,新生児内科,内．呼内．消内．循内．婦．泌．精．乳外．漢内．糖内,循環器内科、呼吸器内科,耳鼻いんこう科系その他,内．眼．耳．歯．皮,美容皮膚科，消化器内科,循環器内科，呼吸器内科,内科（人工透析）,糖尿病内科（代謝内科）,腫瘍内科（化学療法）,脳神外呼内,,,アレルギー疾患リウマチ科,整．リウ．リハ．内,性内,泌内,,,消内肝内,消化器内科（肝臓・大腸）,【大腸　肛門外科】,,外科（胃腸　乳腺　肛門　呼吸器）,,消胃,内消循外放麻,大腸肛門外科,,,外心歯,,外整脳皮泌耳,,乳腺科,泌尿器外科,ペイン内,美容形成外科,ペインクリニック・心療内科,小児皮膚,内．眼．耳咽．皮,外．内．形．皮．耳咽．眼．美,整形リハビリテーション科,歯口外,,小児科（新生児）,,内．産．婦,老年精神科（認知症）,肺放射線診断科,,,,疼痛緩和外科,,不
